"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"W12",1044.68585878292,1053.06011115545,1062.00348905252,1061.9921285024,1054.25798134064,1046.78219966638,1039.31541185934,1031.85756576786,1024.40860831752,1017.25442538642,1024.25593882609,1031.24991720953,1024.380048853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W13",2458.22804527606,2417.56345504916,2415.09119465094,2452.1126913627,2466.56253808046,2464.45955465908,2460.63835578382,2468.22443222411,2478.94517259089,2486.16045649583,2490.58079620227,2495.41096089004,2501.07689110665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W14",2378.2020744759,2344.64719287122,2337.12884311952,2333.25714905901,2333.0641412725,2333.02129756009,2333.0603816652,2332.86361798839,2335.00535028227,2335.76639162151,2336.27258247944,2338.07032282432,2333.05714693301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W15",4380.27497977414,4251.66522255105,4293.67906541295,4240.68382160342,4226.17919560342,4270.03132317875,4251.53287184104,4230.79755140155,4223.99667766756,4301.78242284679,4396.38450192937,4591.65249980689,4315.10710481286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W16",4430.04293803245,4324.79550037598,4366.63091312317,4314.88157958115,4301.07157678985,4344.48928797167,4326.76094452406,4306.72185300569,4319.41976719545,4415.39161547509,4471.08547280201,4663.10808519475,4392.12364201741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W17",12044.0805337106,12061.0328652773,12077.985196844,12094.9375284107,12111.8898599774,12128.8421915441,12145.7945231108,12162.7468546775,12179.6991862442,12196.6515178109,12213.6038493776,12230.5561809443,12247.508512511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W18",4327.23243480921,4322.70698405744,4317.99963142139,4313.60907850629,4310.11721505386,4305.53692001464,4300.92095831016,4296.38135153806,4292.03460257757,4287.74499334382,4283.09724423104,4278.38883825278,4273.19993927148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W19",2785.57121259572,3126.62330210212,2604.25655950705,2844.09794017852,2728.56281658794,3741.28612719334,2857.61348756591,3166.29322268323,3527.29101983415,7276.88263888534,6855.91832945439,4139.84436203164,3029.11193229884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W20",3887.15078538111,4222.4306986345,3719.1984279499,3897.6871416494,3200.07599082854,4193.72869741736,3878.72165570172,3774.91111149504,2687.06183352242,3481.61144234322,5451.71407158918,4839.14335008925,4105.46042655819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W21",2445.04596284512,2343.47396494066,2180.60815511053,2594.52674766076,2884.63403783359,2565.80673238758,2335.81605688186,2714.73556306163,3327.59349918562,3308.74425518373,3228.30571893365,2336.84806023497,1851.1990524385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W22",3674.0826612465,3633.9727180848,3610.65876418476,3601.26448652923,3580.20315583782,3584.06351739377,3578.2176236796,3576.22056273783,3547.21366243845,3569.35481406988,3572.60669952683,3531.42140326927,3506.9819379745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W23",744.649362572217,767.942844356415,812.898012882942,787.34308269671,743.856382241982,755.060300720743,800.368558391523,801.569684115471,758.276753462996,745.50704163943,783.75684993589,806.271860095178,775.448958356627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W24",6491.22290537357,7332.03474253999,6479.93053832009,6791.20428943851,6814.36117793032,10760.7005053875,8246.43402010677,8374.6993925312,7992.99837651404,16780.7529270256,15413.6932256355,9541.49890938383,7007.25687424543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W25",1432.52924538096,1658.41377812437,1896.97943753386,2180.90566057646,2190.60873306384,2514.16721294349,2351.85738649804,2355.24704945759,2446.03266289466,2460.47784962051,2611.50642762024,2113.66102061016,1843.84773629204,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W26",2905.92993768295,2935.50361070982,2936.48657129403,3152.503265492,3071.66385444738,3288.98502776708,3298.06578225827,3376.86430167058,3455.19248539917,3585.2028757038,4984.15368263919,3277.3714612638,3253.62581554263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W27",2068.98273651391,2549.01043784287,2088.64309043684,2585.90941562054,2645.10556204634,3140.28865473162,2734.9664898723,3169.74991523713,3863.53087665704,3880.47571174595,4126.70798182613,2692.93964351192,2379.7536373745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W28",3974.75275680156,3810.98172850848,4032.14344105279,4646.03859515384,5525.11525555302,5677.46690577512,5809.64545519331,7512.24825208137,9435.69988485331,7938.1856824367,7095.21821389271,4774.88279429881,4374.21400849728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W29",953.593865391971,1142.06391385938,975.140270602033,1008.82455569009,1011.10201728743,1352.97466179309,1264.88755753544,1178.64676550676,948.420869710656,1461.34729179406,1930.7788572923,1290.16033879104,948.293299378191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W30",3695.28496086081,3811.28818329065,3586.15673794265,3787.49490384018,3893.57541802203,4162.29249766831,4030.28270743237,4271.53866953568,5380.95469420562,4376.80831084282,5036.3165993549,4255.38711005136,3880.11580104188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W31",835.512179507713,901.515757028487,928.623431546784,1028.66409104249,1135.52388163655,1226.80033726216,1107.06902326398,1385.34463834996,1519.26285213012,1315.63579524382,1287.58121933063,1022.31599800486,941.236426638596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W32",4435.59385540311,4155.87251132397,4685.96615393021,4513.92362236732,4942.94361789012,4559.49909838976,4764.73613729583,4960.14960620443,5135.94497221231,4952.703120035,4787.68172037494,4362.99878016597,4426.22304282515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W33",1937.5672927321,1639.54342511168,1943.24129455711,2135.75428674068,2736.60619199341,2024.32398474305,2139.49462278083,2776.70053317337,3162.45542220521,3350.71308074775,2178.86225582256,1848.07557018943,2033.6973811979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W34",1565.21036060537,1484.87111707634,1557.09636256221,1378.72954878547,1990.9861321965,1751.96038438006,1788.43907275578,1476.32361853584,1607.18597647216,2387.2821462036,1649.6330136279,1333.97300365803,1374.04584179291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W35",1448.26216110007,1442.09206133904,1455.20963696474,1412.1344215832,2151.69408993171,1946.33218278733,1565.77298500375,1261.41695196162,1319.89870977543,2450.64509488435,2098.86852830624,1507.01157112656,1629.51055359222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W36",15359.901024774,14050.4457878739,14905.4037545182,15041.1659451198,15435.2977813029,15434.483028749,15454.5569016556,15466.6602468025,15466.4984126549,15450.028660179,15450.9211708409,15467.8797973204,15475.4791082796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W37",2899.90159684856,2902.10319588363,2904.3047949187,2906.50639395377,2908.70799298884,2910.90959202391,2913.11119105898,2915.31279009405,2917.51438912912,2919.71598816419,2921.91758719926,2924.11918623433,2926.3207852694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W38",3089.20680553074,3089.63143842003,3090.05607130932,3090.48070419861,3090.9053370879,3091.32996997719,3091.75460286647,3092.17923575576,3092.60386864505,3093.02850153434,3093.45313442363,3093.87776731292,3094.30240020221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W39",5841.66930991642,5850.67459537783,5859.67988083924,5868.68516630065,5877.69045176206,5886.69573722347,5895.70102268488,5904.70630814629,5913.7115936077,5922.71687906911,5931.72216453052,5940.72744999193,5949.73273545334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W40",5845.56840568786,5852.4391304865,5865.1664024548,5872.3676905592,5884.04802313233,5891.57285338838,5902.51641804108,5910.3302114997,5920.74939045994,5928.80840420017,5938.8505517988,5947.11112381048,5956.87975794851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W41",6222.30213283216,6256.01621177436,6223.47025863104,6236.61285033735,6263.9262948367,6266.20616107206,6304.35723352606,6321.68608984044,6373.16825473627,6428.4121671358,6384.63900279759,6347.60204181406,6352.38564367004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W42",6239.39491638452,6256.07413113481,6235.69445225091,6241.84898225104,6269.77532864313,6281.94307602513,6316.32407067346,6317.58112258583,6365.58351570725,6423.63902720627,6396.75379056672,6354.43587977968,6356.13647180502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W43",6232.72969023673,6258.80197290085,6231.02341851167,6240.92488074221,6270.28982992186,6278.29511135807,6316.68463736135,6325.82836543946,6378.54811788906,6438.96187290972,6401.95716061228,6359.35798921681,6362.57472113588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W44",5833.62681199911,5842.59568787628,5851.56456375344,5860.5334396306,5869.50231550776,5878.47119138492,5887.44006726208,5896.40894313924,5905.37781901641,5914.34669489357,5923.31557077073,5932.28444664789,5941.25332252505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W45",2932.44569541956,2938.49030998705,2942.89960563084,2942.85227856912,2941.2155080548,2951.01199107013,2950.97935406695,2952.96209946322,2955.17342339062,2956.62687717867,2971.51982490235,2973.92851493704,2970.85511680877,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W46",3292.1943829067,3284.70667217323,3281.93978993464,3280.09557276384,3297.46171151323,3298.30112195388,3304.00415225213,3298.08002508889,3299.51755327815,3317.99479932394,3321.70665617382,3324.30137064308,3311.49812880165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W47",2931.07876541128,2937.11951197106,2941.62675335707,2941.47045282867,2939.47811752191,2949.58743109968,2949.45685078948,2951.36568011332,2953.79010154043,2955.23207766218,2970.24587347513,2972.48702275032,2969.4952613083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W48",3004.48871238595,3007.48545372935,3006.28886106332,3010.2473719073,3010.1431209706,3016.94683689456,3019.54575971859,3023.4037556271,3027.70934959354,3026.02710414895,3033.53495697729,3032.6480737659,3034.53103875647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W49",3227.34087052819,3232.20898531247,3235.57668216075,3230.11729672261,3229.17890970901,3229.19265063659,3228.47001298613,3231.84407011381,3230.09352792586,3241.12090561412,3238.6045335481,3238.40494183255,3238.63210884937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W50",3228.99955880881,3233.93630596039,3237.40247560034,3231.65133687583,3230.81980230496,3230.64458077974,3229.81999244291,3233.43769045034,3231.54971216806,3242.84805239206,3240.25095633754,3239.9522968613,3240.12988495061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W51",6565.55784859567,6567.88487726087,6570.21190668689,6572.53893270043,6574.86595929169,6577.19298440324,6579.5200121166,6581.84704402947,6584.1740728817,6586.50110123771,6588.82813028533,6591.15515919235,6593.48218660401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W52",7062.1583561402,7069.60525190539,7076.75582186549,7083.62537721616,7090.20588037028,7096.57479387299,7102.67208246758,7108.61191083586,7114.26518733607,7119.71905945873,7124.98391758731,7130.09372108698,7135.004681075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W53",1905.79765605022,1916.16512368536,1905.66209731965,1905.43756921291,1900.47080909003,1897.13689852252,1908.13748093374,1918.88851461542,1920.29141199931,1911.43260078364,1899.2436032932,1891.49973827348,1877.33225688678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W54",2489.63071763895,2487.68069936225,2485.73045223638,2483.78028037494,2481.83017542429,2479.88032969124,2477.93026073987,2475.98047723155,2474.03064766325,2472.08063673196,2470.1306709644,2468.18042238849,2466.23017681496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W55",5023.89557523014,5019.79729971927,5013.42089401433,5006.71669249051,5001.8592066054,4997.76752672621,4994.36178296883,4989.4657196957,4984.81794319532,4981.62499370466,4977.55496615096,4972.46935576474,4966.42070317991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W56",3047.12531838797,3119.05341994602,3187.47689985983,3263.68414984433,3339.71045620899,3428.29174822904,3519.59685396927,3604.03799188321,3674.87023784423,3739.96857683672,3784.2479342377,3809.34337211081,3807.90456564251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W57",2040.35236999174,1915.90351017284,1797.22350340454,1685.85003495122,1582.81095108319,1489.03318288278,1405.22714621801,1331.92158094529,1269.45952863103,1218.008166796,1177.56741509809,1147.98120140007,1128.94995166444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W58",3386.49070818291,3316.06956449535,3304.26811160026,3281.25108655127,3293.58098278267,3348.50445573312,3395.54892028708,3412.47799182973,3380.84860663805,3342.02864213736,3295.84380827778,3280.38011357476,3301.92515053581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W59",2300.40912796908,2275.74913137753,2261.03195031628,2251.75520653292,2245.45532153613,2240.78429241665,2237.00452877506,2233.71244127668,2230.68719685317,2227.807961677,2225.00861877576,2222.25299074679,2219.52128230277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W60",9038.70378986748,9043.38848005409,9048.07315709516,9052.75783281122,9057.44250819833,9062.12718340353,9066.81185866413,9071.4965340098,9076.18120931892,9080.86588470327,9085.55055997893,9090.23523525015,9094.91991070084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W61",10140.6503948245,11185.8239545143,11204.4845636813,10368.4238436399,10388.3153424392,11078.2163926721,11103.0419087846,10590.5413906281,10612.328788066,11060.9583100795,11087.1657377182,10772.9922381703,10795.354334847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W62",7209.0690323988,7209.49069408314,7209.91235576748,7210.33401745182,7210.75567913615,7211.17734082049,7211.59900250483,7212.02066418917,7212.44232587351,7212.86398755784,7213.28564924218,7213.70731092652,7214.12897261086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W63",6062.09980998775,6165.18950644286,6165.18971547825,6078.97161487417,6078.97139813163,6151.07909780858,6151.0793141367,6090.77271591347,6090.77250566945,6141.20936339131,6141.20956374845,6099.02717091246,6099.02698283729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"W64",14030.0857150112,13036.8746882984,12856.620328535,13662.8115965197,14078.1169326325,13564.7086577295,13109.2025314334,13439.3100318553,13946.297961616,13853.3598556303,13442.2643534496,13436.9011128592,13811.1084342028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
