"id","V2","V3","V4","V5","V6","V7"
"Y39",3832.15,3937.89,4059.5175,4186.63875,4317.20375,4425.99375
"Y40",4790.36875,4936.9125,5090.97625,5252.04,5424.645,5589.91625
"Y41",14739.0125,15057.25,15372.025,15684.075,16017.025,16319.85
"Y42",5900.85125,6201.915,6521.12125,6830.335,7167.86875,7479.02
"Y43",2948.51,3075.02875,3209.6225,3343.90375,3487.63625,3624.1775
"Y44",10279.3625,10587.3125,10904.4125,11215.2625,11556.0125,11864.2875
"Y45",10250.7875,10531.8875,10808.975,11092.1125,11396.8375,11681.125
"Y46",6438.5825,6702.4975,6994.52125,7278.16125,7573.055,7831.3625
"Y47",6434.45125,6698.36375,6986.39,7270.015,7560.58625,7820.81875
"Y48",6716.46625,6736.27375,6722.1025,6708.71375,6708.6425,6707.37875
"Y49",2518.935,2546.07,2563.04875,2583.62625,2604.015,2622.62875
"Y50",18686.0875,18943.225,19146.2875,19388.65,19621.475,19836.3875
"Y51",8231.295,8328.68625,8401.92125,8484.68625,8571.68375,8650.2975
"Y52",18105.525,19328.7125,20611.75,21882.9,23220.375,24483.1875
"Y53",19939.4875,21277.0875,22835.1,24426.275,25929.8125,27436.6375
"Y54",9088.84375,9834.35,10638.3,11443.4375,12299.6,13081.85
"Y55",2812.17125,3045.03,3290.43125,3545.405,3803.38125,4046.5075
"Y56",12570.6875,13792.675,15049.4125,16329.35,17665.8125,18851.95
"Y57",2142.76,2253.4425,2373.69625,2490.63875,2607.00375,2712.30125
"Y58",10089.8875,10326.9,10565.675,10811.7375,11086.5,11295.1625
"Y59",10138.1,10301.375,10439.925,10587.0125,10742.5875,10898.8
"Y60",10194.7875,10420.275,10642.3125,10867.0375,11122.0875,11347.9
"Y61",10067.2,10243.325,10365.275,10506.0125,10687.8125,10895.0125
"Y62",10082.55,10347.85,10686.95,11053.25,11339.925,11570.4
"Y63",10291.6375,10682.7625,11077.1625,11500.675,11980.45,12455.5
"Y64",13476.6125,13814.1,14162.8625,14501.075,14876.5,15233.1625
"Y65",10748.675,11107.2625,11540.4,11931.6875,12339.6875,12757.1375
"Y66",10400.25,10788.8125,11217.9125,11648.5375,12086.825,12514.475
"Y67",10045.85125,10242.4,10437.0875,10650.85,10871.7875,11072.7875
"Y68",9991.98625,10122.4125,10220.5375,10350,10475.125,10585.8125
"Y69",10235.8375,10529.4375,10860.8375,11191.7,11529.325,11846.825
"Y70",10062.7,10218.525,10334.15,10457.8625,10625.2625,10829
"Y71",10007.245,10203.7,10381.325,10535.25,10743.85,10997.45
"Y72",10364.05,10674.1,10985.4375,11291.1125,11604.9,11874.9875
"Y73",10176.05,10287.25,10370.8625,10463.325,10539.3625,10622.275
"Y74",10239.825,10439.2,10621.9625,10814.3375,10983.275,11156.2625
"Y75",10101.375,10202.8375,10289.425,10383.9875,10471.2875,10533.3
"Y76",10193.0625,10366.5625,10533.0375,10702.7375,10872.65,11024.225
"Y77",10325.6125,10618.7,10897.7375,11184.8375,11490.7125,11794.2625
"Y78",9913.09,10284.4625,10668.7875,11088.5625,11528.8875,11920.625
"Y79",5028.9525,5311.87625,5635.79625,5910,6174.6275,6420.88875
"Y80",3831.4,4037.83625,4205.1475,4405.7675,4508.23375,4651.42625
"Y81",4524.9225,4694.6075,4879.14,5061.505,5246.83,5402.9625
"Y82",11228.8625,11705.725,12242.2375,12694.875,13284.6375,13849.0125
"Y83",9615.83125,10002.24875,10411.05,10829.9375,11307.65,11730.725
"Y84",3734.48375,3741.1175,3737.4475,3735.35375,3740.28625,3742.0325
"Y85",1601.17125,1616.67875,1633.695,1650.4125,1663.265,1680.175
"Y86",2553.2225,2602.56,2622.7975,2660.5625,2684.9,2721.95125
"Y87",10061.11,10288.325,10465.9,10645.55,10843.825,11055.5125
"Y88",9647.75,9796.88875,9913.5975,10089.39875,10183.14125,10321.19125
"Y89",1062.847,1169.0725,1270.7925,1362.265,1423.675,1497.9275
"Y90",6492.1725,6647.7675,6847.28,7028.51625,7197.28375,7324.72375
"Y91",8066.8275,8152.75375,8227.57,8306.54625,8364.07125,8440.815
"Y92",1824.89375,1938.455,2034.4975,2126.6,2212.89,2294.8425
"Y93",8041.54875,8056.0925,8048.615,8052.6075,8066.46875,8073.29
"Y94",6676.8975,6681.19125,6660.24875,6651.61875,6640.72125,6632.3325
"Y95",6481.41,6471.11625,6440.4575,6414.13875,6385.88,6362.14125
"Y96",7370.8725,7370.23125,7347.0225,7336.07375,7323.96125,7327.2975
"Y97",6401.84625,6399.68625,6380.15125,6368.46625,6355.26625,6339.25625
"Y98",8731.27625,8733.74125,8716.695,8715.2,8699.90875,8677.7275
"Y99",8118.8,8147.5325,8152.87875,8170.9375,8178.265,8170.05375
"Y100",8337.51125,8351.83375,8355.70875,8372.3375,8367.8025,8360.50125
"Y101",1606.9225,1601.44875,1598.40625,1590.26625,1583.74125,1590.36125
"Y102",8860.90875,8914.24375,8967.22,9019.95,9058.705,9070.9475
"Y103",3678.245,3711.82375,3748.01625,3774.2475,3809.23,3857.47625
"Y104",1805.53125,1809.28875,1811.4025,1814.0375,1814.78875,1822.1275
"Y105",2044.185,2032.0425,2028.6225,2022.985,2016.6925,1999.7425
"Y106",2117.72875,2142.02125,2173.96375,2209.47125,2238.2525,2243.76375
"Y107",3064.45875,3069.1225,3064.86625,3069.24625,3065.86125,3066.17
"Y108",1218.345,1217.3425,1216.93375,1217.43125,1213.9675,1211.69625
"Y109",2524.53,2548.225,2572.70625,2602.07,2633.445,2670.97875
"Y110",1998.66625,2004.81875,2008.82125,2013.27875,2014.4175,2009.78875
"Y111",2719.7725,2744.60875,2776.995,2803.73,2815.1825,2827.36125
"Y112",1261.68375,1252.515,1246.32375,1236.1575,1225.24375,1220.27375
"Y113",1820.55625,1827.78125,1834.98125,1842.4375,1844.31375,1839.28625
"Y114",1892.63,1889.16375,1884.35375,1881.65375,1874.36375,1861.40875
"Y115",1623.165,1616.81625,1613.49375,1609.1625,1607.3775,1598.3375
"Y116",2170.25625,2183.7225,2196.1575,2213.93,2230.4875,2240.155
"Y117",2188.07125,2199.985,2224.55,2242.38875,2255.0975,2273.775
"Y118",1852.45625,1855.88,1869.13625,1876.23375,1869.28875,1869.1675
"Y119",2512.2425,2511.995,2512.20125,2511.71625,2506.30625,2502.84125
"Y120",2002.05625,2024.48375,2070.58875,2105.00625,2128.22375,2140.44875
"Y121",3902.43125,3919.08625,3984.8,4032.15875,4061.86125,4114.8475
"Y122",2276.3775,2270.0025,2275.49,2274.02375,2270.56625,2277.61875
"Y123",2397.735,2410.36875,2419.8075,2432.59625,2443.92125,2467.6825
"Y124",2530.95125,2558.87625,2611.44625,2649.75625,2689.40875,2726.78
"Y125",7955.76625,7922.06125,7860.20125,7808.8225,7760.965,7725.075
"Y126",4237.4375,4275.9,4298.44125,4330.3325,4355.9325,4380.73625
"Y127",6986.4925,6990.0975,6991.665,6991.5325,6979.745,6947.4175
"Y128",9533.33125,9567.7375,9569.17125,9577.33,9583.59625,9584.075
"Y129",3376.8825,3337.08875,3299.3625,3272.5525,3235.65,3194.275
"Y130",6758.66875,6753.69375,6728.64375,6708.47375,6690.6625,6667.52375
"Y131",8237.77,8254.8925,8251.265,8256.02375,8262.06625,8259.72
"Y132",7260.41625,7265.405,7246.5725,7243.9775,7230.0225,7217.80125
"Y133",4868.64125,5144.8125,5434.86125,5712.9,5984.41375,6265.125
"Y134",10908.3625,11300.325,11684.8875,12089.1,12472.7875,12852.675
"Y135",8795.745,9202.1875,9656.15,10067.48,10517.375,10983.625
"Y136",3425.11625,3619.25125,3819.59375,4024.23,4249.79,4477.1725
"Y137",3380.72,3508.33875,3640.51375,3773.87875,3911.3575,4042.4125
"Y138",11783.5,12101.0875,12462.5625,12821.25,13214.05,13534.7125
"Y139",10165.825,10512.825,10911.45,11274.675,11640.55,11929.75
"Y140",6294.15625,6463.22375,6629.48625,6798.50125,6942.6975,7069.21375
"Y141",4371.1475,4615.09375,4856.85625,5104.16625,5371.07375,5608.005
"Y142",4892.005,4999.15125,5103.86625,5194.16375,5292.58,5395.54375
"Y143",4612.20125,4807.0175,5020.8975,5219.42375,5430.77,5642.50875
"Y144",5233.925,5393.36375,5567.975,5724.89125,5880.8475,6038.61125
"Y145",13080.8,13600.025,14186.35,14735.425,15337.7375,15892.5
"Y146",8188.665,8422.61625,8704.62125,8952.59,9208.7525,9434.7975
"Y147",2288.7925,2434.325,2578.59125,2731.43625,2877.28625,3024.425
"Y148",6880.98125,7083.70875,7311.89625,7524.41,7736.83875,7941.29375
"Y149",2934.98125,3062.93625,3200.06875,3336.29125,3481.86375,3619.13375
"Y150",8757.9925,8928.17375,9102.915,9258.735,9413.9825,9547.625
"Y151",2026.53875,2110.07375,2196.85625,2285.15875,2383.3,2473.385
"Y152",7903.5325,8213.74875,8543.92875,8821.915,9154.7725,9544.45125
"Y153",10201.5375,10561.575,11021.775,11417.675,11815.775,12212.1625
"Y154",3313.48625,3391.145,3459.92875,3534.145,3609.135,3693.175
"Y155",12145.6875,12425.7125,12753.525,13035.875,13353.4375,13652.0625
"Y156",3351.24125,3477.29625,3607.20125,3737.47125,3875.8,4003.405
"Y157",3169.3825,3343.33625,3524.14,3711.03625,3918.075,4124.6
"Y158",3374.62,3502.20125,3634.18,3762.2775,3903.595,4038.3025
"Y159",5351.5,5559.3575,5796.59625,6001.765,6216.865,6442.90125
"Y160",3115.68,3229.97125,3352.11125,3471.20375,3602.3725,3732.96375
"Y161",9128.73125,9303.8225,9479.63125,9640.99875,9842.31875,10039.32
"Y162",11996.05,12428.975,12885.6125,13339.625,13859.8875,14397.1375
"Y163",3051.68875,3177.51375,3309.05625,3435.09,3567.84625,3691.585
"Y164",7108.59625,7210.47375,7310.43875,7406.88,7511.31125,7595.84375
"Y165",10099.71875,10556.3875,11022.5375,11461.6125,11947.7,12468.3125
"Y166",15729.775,16211.575,16827.45,17411.6,17867.975,18494.1
"Y167",13653.4125,14027.325,14394.7875,14776.9125,15162.45,15500.725
"Y168",3407.24,3531.585,3676.36375,3808.3,3944.945,4075.06
"Y169",8740.12,9096.185,9487.3875,9861.62625,10257.7125,10633.775
"Y170",6539.21125,6762.57,6993.5325,7219.0525,7450.73125,7675.3075
"Y171",3204.7625,3304.90875,3401.00875,3511.2275,3620.23375,3734.38
"Y172",2131.7,2103.37875,2079.80125,2048.48625,2018.99125,2008.06875
"Y173",18531.75,18964.975,19377.325,19834.4875,20317.65,20745.5875
"Y174",3245.1625,3308.9025,3368.96875,3432.96125,3499.96,3558.3875
"Y175",3539.8225,3573.52875,3606.785,3639.1825,3681.92125,3716.7575
"Y176",1125.59375,1124.68,1121.7025,1118.6775,1120.3275,1120.23875
"Y177",4023.42875,4142.34375,4263.805,4397.24875,4530.4875,4646.25375
"Y178",1611.00625,1625.395,1650.1825,1671.175,1684.2225,1711.83125
"Y179",1976.88125,2003.2725,2026.72,2052.28,2075.01375,2093.69625
"Y180",4165.98,4302.1825,4442.26625,4575.81125,4722.3725,4875.50625
"Y181",8854.88125,9006.30625,9156.25125,9300.16,9446.8075,9586.83125
"Y182",2265.09125,2334.61375,2411.9325,2490.25375,2561.49,2640.49875
"Y183",11636.65,11835.275,12003.425,12197.975,12366.7,12522.85
"Y184",2022.7875,2044.61125,2061.0425,2079.5875,2098.81125,2114.5775
"Y185",1339.34875,1338.44375,1333.90375,1329.44625,1326.485,1323.91
"Y186",2051.3275,2062.92625,2069.01375,2077.185,2085.21375,2091.53125
"Y187",4598.0775,4616.9575,4622.52625,4633.085,4642.28125,4648.84375
"Y188",2228.39125,2232.94,2230.9875,2230.505,2231.21625,2231.0275
"Y189",10040.325,10171.7375,10274.675,10395.1625,10518.0125,10622.1
"Y190",7560.27625,7651.72375,7868.0225,8042.21375,8151.4525,8250.82625
"Y191",4219.5225,4257.44375,4327.22125,4386.675,4442.18,4497.9125
"Y192",5401.35875,5383.175,5399.37125,5387.6625,5373.72375,5369.7025
"Y193",11247.6875,11385.0625,11534.1,11676.025,11736.4,11874.4
"Y194",9195.1425,9340.155,9474.11375,9624.2125,9681.7325,9813.07875
"Y195",12652.3625,12905.275,13193.625,13458.2125,13643.6375,13875.6375
"Y196",10529.7625,10706.275,10895.1375,11066.8375,11165.75,11318
"Y197",3345.82125,3373.47875,3401.7125,3424.29125,3433.215,3473.16375
"Y198",5885.8675,5929.33625,6016.62875,6091.2125,6102.60125,6154.3825
"Y199",6956.04875,6964.975,6972.0625,6979.27,6947.49875,6958.0525
"Y200",4636.91375,4583.81875,4550.53,4497.6275,4436.1375,4404.17875
"Y201",5135.19,5101.85875,5049.025,4996.455,4946.08875,4920.70125
"Y202",8466.16625,8515.94875,8620.1975,8702.54375,8705.0275,8759.85
"Y203",5520.6,5644.245,5783.54375,5937.7375,6053.25875,6158.69
"Y204",11185.8625,11328.625,11488.7,11647.625,11728.9875,11887.275
"Y205",3331.2975,3300.2775,3262.6025,3232.3575,3183.6175,3141.76625
"Y206",4856.005,4878.8,4920.01625,4948.46375,4953.08625,4976.9275
"Y207",3378.905,3367.59125,3341.9925,3320.51625,3284.9175,3274.13875
"Y208",9219.50625,9367.90125,9508.59875,9656.645,9719.54375,9852.0775
"Y209",7321.08875,7531.0675,7762.845,7959.00875,8144.9625,8341.64
"Y210",3060.0625,3024.4975,2998.3575,2961.6425,2919.55375,2895.32375
"Y211",5173.16625,5236.8675,5333.1925,5400.4325,5454.65,5542.55875
"Y212",4669.83125,4617.57625,4583.545,4529.66125,4473.24625,4438.91875
"Y213",4485.5925,4618.63125,4729.05375,4835.9875,4913.23125,5023.7875
"Y214",2950.72125,2915.43875,2884.93125,2848.80625,2812.66875,2784.525
"Y215",7927.73125,7948.0675,7999.12875,8032.7475,8054.58,8061.515
"Y216",5000.15,5006.56125,5036.67125,5063.6025,5060.27375,5074.68875
"Y217",3105.19875,3130.82875,3169.655,3199.65125,3217.32375,3255.49
"Y218",8347.31125,8496.5375,8793.6825,9073.61625,9254.42625,9468.95125
"Y219",1482.925,1503.63875,1525.46875,1548.79375,1561.0375,1585.23
"Y220",8171.42125,8374.30625,8592.67375,8794.26125,8996.685,9178.86375
"Y221",11408.175,11546.5375,11654.5625,11813.575,11914.3125,12054.3875
"Y222",1540.5125,1561.67375,1583.9125,1607.3325,1621.92375,1640.40625
"Y223",9297.02625,9429.92625,9617.42375,9817.24125,9869.875,9912.63
"Y224",6740.47375,6709.28125,6648.8575,6593.34125,6536.74875,6523.35625
"Y225",10537.2875,10671.8875,10834.475,10996.4,11079.625,11302.2
"Y226",1174.10375,1201.865,1229.68375,1253.15,1273.69375,1296.05875
"Y227",9889.07375,10027.06375,10169,10313.9125,10384.4625,10513.725
"Y228",4204.5675,4185.04625,4167.92,4150.80625,4104.56875,4072.56125
"Y229",4186.0325,4198.90625,4197.29125,4211.82875,4207.18375,4217.52625
"Y230",5108.21125,5077.30375,5044.875,5012.3375,4955.7875,4940.3725
"Y231",1158.1325,1169.5675,1181.2775,1192.7175,1196.505,1209.1275
"Y232",5030.1975,5042.17625,5113.26375,5133.38375,5159.335,5177.395
"Y233",6284.88125,6292.52375,6296.4375,6301.0425,6308.86375,6284.895
"Y234",9928.225,10030.94,10139.70625,10240.4375,10270.0125,10367.8375
"Y235",7440.56875,7446.87125,7440.0375,7447.70875,7426.6425,7419.05125
"Y236",7488.9975,7558.96375,7691.36375,7788.2975,7871.06625,7980.945
"Y237",7412.3425,7499.14375,7579.8125,7657.33125,7719.8,7793.02375
"Y238",3921.3025,3907.465,3904.86375,3900.745,3870.1675,3862.1875
"Y239",3459.99625,3502.515,3548.54375,3595.50375,3625.3125,3674.06375
"Y240",3834.1775,3968.66375,4115.8375,4271.125,4398.93125,4495.745
"Y241",6993.02875,7359.1275,7750.7075,8106.79125,8494.6025,8853.59375
"Y242",2587.665,2608.51125,2628.245,2655.7825,2679.30625,2697.3125
"Y243",3994.77875,3988.87125,3977.0625,3978.50125,3976.125,3971.225
"Y244",19480.6625,20250.7625,21071.95,21870.4,22740.1375,23603.3875
"Y245",14802.5125,15520.025,16305.8,17108.1625,17956.1,18661.925
"Y246",9068.17125,9377.05125,9858.29,10273.3125,10623.7,10869.225
"Y247",9088.08875,9568.0425,10066.4125,10554.9,11092.5625,11579.1875
"Y248",6356.64375,6609.64875,6869.02625,7110.47625,7364.9925,7629.5425
"Y249",17338.8875,18125,19039.7875,19862.8375,20737.8,21661.6625
"Y250",4134.43,4299.8325,4477.0975,4635.2275,4824.89625,5000.335
"Y251",3296.98875,3495.95375,3709.555,3916.8775,4147.2725,4358.895
"Y252",12375.5875,12919.325,13490.5875,14084.5125,14699.4,15263.225
"Y253",11696.6,12238.35,12831.4125,13406.1375,13992.9875,14576.7625
"Y254",10247.9,10256.25,10243.3375,10235.75,10235.975,10220.6
"Y255",9565.51875,9571.7425,9562.5025,9556.5475,9549.7225,9522.43375
"Y256",10031.05125,10041.22,10036.44625,10034.85375,10033.34375,10024.72625
"Y257",8361.4425,8331.56125,8302.13375,8271.22875,8245.0725,8192.6675
"Y258",4533.57125,4622.4925,4705.365,4782.38125,4862.70375,4934.3275
"Y259",7237.9125,7325.04375,7418.43875,7497.615,7583.16,7660.85875
"Y260",10320.1125,10690.425,11089.0125,11454.3375,11881.3875,12279.8625
"Y261",3645.2625,3702.4875,3754.87,3809.22625,3866.8575,3915.76625
"Y262",2020.93875,1993.05125,1972.165,1947.685,1924.94375,1906.77875
"Y263",7306.4475,7420.66625,7544.98375,7681.96625,7825.35125,7922.63875
"Y264",3214.4,3279.35625,3343.38625,3409.5975,3478.3225,3537.36875
"Y265",4276.64,4333.5675,4379.63125,4429.0075,4481.075,4531.07625
"Y266",1120.16375,1119.0375,1116.1975,1112.8925,1113.8,1112.185
"Y267",3214.075,3230.71875,3239.39625,3249.86625,3257.1675,3266.4
"Y268",2281.3175,2313.46625,2345.69,2378.36875,2411.19125,2438.64125
"Y269",12505.6,12777.4125,13015.4625,13275.25,13540.85,13820.125
"Y270",6851.85875,6791.02375,6736.0475,6673.83375,6611.7775,6547.6225
"Y271",2594.5275,2616.99625,2640.225,2659.44625,2682.14625,2713.60875
"Y272",1999.2875,2049.0225,2102.94625,2157.3975,2216.9225,2270.46875
"Y273",10549.1625,10849.925,11139.8125,11428.65,11739.6,12083.2625
"Y274",4369.88375,4389.87625,4424.5025,4448.68125,4471.31625,4498.7375
"Y275",9803.745,9929.49375,10039.67,10166.2875,10280.525,10402
"Y276",13119.775,13365.1375,13637.0375,13895.2375,14158.0875,14385.8
"Y277",6965.57375,7085.22125,7246.525,7375.3025,7498.33125,7587.44875
"Y278",1677.5475,1696.985,1718.58,1739.71,1761.34875,1780.21125
"Y279",2300.73875,2392.11,2480.175,2573.095,2656.3,2736.825
"Y280",8353.2475,8345.2875,8376.2375,8382.26375,8364.94375,8333.9175
"Y281",4877.675,5149.84625,5441.3675,5732.1825,6016.47375,6278.41125
"Y282",3817.13375,3813.84,3808.08625,3794.88,3794.60125,3800.9325
"Y283",1969.20125,2020.15375,2068.32,2115.65125,2157.61,2196.605
"Y284",987.7985,994.6035,998.473125,1002.4495,1006.6415,1013.065
"Y285",2667.15875,2733.64,2798.015,2868.77125,2939.7075,3004.8325
"Y286",2308.82875,2373.67,2450.6975,2517.46125,2577.01625,2642.0725
"Y287",7047.775,7073.5775,7145.655,7159.06625,7200.43875,7301.7175
"Y288",4749.43,4825.31,4924.9825,5011.02125,5088.18375,5196.03375
"Y289",8174.9525,8268.68,8343.9,8422.0475,8494.0725,8541.4975
"Y290",8668.385,8872.27625,9090.525,9278.71625,9505.38,9727.035
"Y291",3645.7875,3702.125,3755.32,3809.95875,3866.38125,3913.74
"Y292",10785.8625,11020.8375,11259.8125,11511.9625,11722.45,11906.6625
"Y293",4164.015,4382.46375,4611.96875,4842.5225,5075.87625,5282.92125
"Y294",3133.6625,3180.545,3225.65875,3270.5175,3319.60125,3361.0175
"Y295",7603.39375,7591.17125,7542.3775,7497.36375,7457.19,7464.39
"Y296",4022.89375,4055.84625,4100.84125,4140.33625,4183.9975,4223.23
"Y297",1130.675,1133.26625,1131.83125,1131.57125,1130.82875,1131.175
"Y298",10534.0375,10837.475,11126.1375,11408.85,11730.225,12060.4625
"Y299",8488.35625,8587.8425,8684.6375,8767.6375,8839.82625,8894.43
"Y300",7000.315,7202.31625,7394.85125,7583.485,7774.31,8005.5675
"Y301",9205.51875,9387.16125,9548.04,9715.86,9853.63125,9980.935
"Y302",8176.485,8258.1375,8343.90625,8441.2775,8492.95125,8517.50125
"Y303",1067.03,1067.3925,1067.3625,1067.6275,1066.67,1067.67875
"Y304",4564.175,4609.87875,4653.3175,4697.61125,4752.19875,4795.54375
"Y305",1720.66625,1714.38875,1709.72,1699.22875,1692.405,1687.00875
"Y306",7487.03625,7577.47125,7657.5975,7736.65875,7835.54625,7948.05
"Y307",3296.9075,3358.89875,3423.77,3478.6075,3527.24625,3565.29
"Y308",2487.8625,2517.86875,2549.5175,2580.09625,2611.56625,2640.11375
"Y309",3966.32875,3986.6325,4042.72625,4069.945,4095.74625,4139.94875
"Y310",4089.52375,4133.635,4190.065,4235.08375,4289.8675,4352.75125
"Y311",4780.20125,4823.965,4861.2275,4900.115,4942.05875,4972.36625
"Y312",1407.7875,1402.93375,1399.74,1395.39125,1390.11625,1388.94875
"Y313",2047.295,2060.77375,2080.38625,2088.74125,2108.10375,2134.58125
"Y314",1717.21625,1713.25375,1709.47,1700.76875,1695.30625,1692.28125
"Y315",2117.2175,2101.96625,2081.25,2062.94,2045.55125,2033.0175
"Y316",1800.44625,1791.1825,1785.23375,1773.31875,1768.85625,1767.22625
"Y317",8874.91125,9074.79375,9354.34125,9585.97125,9795.84,10063.45375
"Y318",2701.9275,2695.125,2686.465,2675.56,2667.15625,2655.8175
"Y319",3444.05875,3479.7075,3514.49625,3549.8775,3574.71875,3600.625
"Y320",4048.7425,4060.055,4058.41625,4065.1275,4062.8875,4064.84875
"Y321",8730.20125,8861.2925,8999.4275,9149.5,9307.12875,9419.1025
"Y322",5053.87,5112.215,5156.35125,5203.9725,5255.03625,5301.4225
"Y323",1696.02375,1746.645,1799.17,1854.00125,1908.59,1949.94625
"Y324",1545.48875,1542.27875,1536.4775,1530.42125,1527.23375,1521.60625
"Y325",1431.28125,1433.12375,1430.28,1428.2075,1426.195,1425.94
"Y326",1151.95125,1169.76875,1188.52375,1208.31875,1222.67625,1236.5275
"Y327",6244.4425,6425.14375,6632.3525,6823.755,7001.7125,7130.865
"Y328",4097.28875,4233.05125,4400.89625,4546.895,4684.53875,4843.095
"Y329",9976.0575,10198.7,10382.675,10625.6,10813.2875,10995.6125
"Y330",6208.39625,6217.41125,6215.27125,6197.16875,6186.45625,6201.5125
"Y331",12506.825,12849.85,13178.15,13500.5625,13858.0375,14240.3625
"Y332",6360.96125,6402.35375,6449.91625,6485.46375,6521.9175,6553.87875
"Y333",4183.32,4208.52625,4221.07125,4237.6275,4250.065,4272.27375
"Y334",8076.7825,8306.1525,8572.80875,8841.30875,9067.83,9219.23
"Y335",8739.9575,8927.9725,9157.67875,9334.24,9538.9775,9774.94125
"Y336",999.55625,998.1955,1001.2515,1001.29225,998.612125,994.22025
"Y337",7842.8375,7902.7925,7948.47875,7991.05625,8036.355,8089.6625
"Y338",6040.075,6114.45,6192.57125,6264.8975,6340.7725,6403.7875
"Y339",4101.125,4188.2475,4290.335,4392.3675,4494.21375,4573.85
"Y340",4411.97125,4433.8,4455.2875,4477.6675,4490.06125,4513.00125
"Y341",1455.105,1481.9175,1518.25375,1557.11125,1583.5925,1605.545
"Y342",2367.3025,2365.44,2359.28125,2351.40125,2347.94125,2344.79875
"Y343",2967.0175,2983.11,3000.05125,3012.9175,3029.8575,3040.6175
"Y344",5036.4175,5095.1975,5156.3325,5208.2225,5245.75875,5305.7825
"Y345",12737.8125,13072.925,13384.9875,13704.025,14058.1875,14432.2375
"Y346",1974.465,1985.54625,1995.0375,2004.16875,2007.10375,2004.91125
"Y347",5117.3,5126.61,5137.15625,5142.655,5148.9175,5141.7775
"Y348",2432.5125,2462.17125,2491.71,2521.70875,2555.5275,2590.37375
"Y349",2249.035,2264.50375,2278.38625,2290.5275,2302.81125,2311.95125
"Y350",3592.95125,3659.1,3716.8575,3786.8975,3859.78875,3925.02125
"Y351",1592.89875,1620.29625,1660.05,1701.47875,1730.015,1752.6025
"Y352",1184.43875,1183.81875,1185.38875,1184.40125,1184.58,1185.43
"Y353",1457.53375,1443.46125,1429.50125,1413.61875,1401.165,1386.9025
"Y354",12329.975,12667.2875,12976.6625,13287.475,13619.9875,13979.25
"Y355",1808.17125,1830.53125,1849.71875,1868.825,1888.0675,1901.76
"Y356",2666.2225,2689.68125,2707.76875,2725.98875,2744.6925,2765.0375
