"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H13",573.824625,555.69,499.739875,471.2975,453.7115,455.104875,477.67875,520.9915,557.2405,597.365625,635.05075,688.835,740.99525,698.000125,721.81675,746.616875,772.796375,876.27625,782.131375,771.597125,749.495125,740.364375,712.234,661.727375,600.903875,576.003875,510.86825,477.2495,454.8365,457.3885,477.463875,519.27,551.991375,589.63825,627.508375,679.10975,722.930375,679.748125,707.17375,746.779,775.87525,871.336,777.200375,753.6565,721.778125,703.058625,675.986875,639.714625
"H14",201.246125,197.13575,178.52475,164.5755,154.1945,148.160125,147.32375,144.58325,145.38225,150.42925,159.564875,166.500375,170.89925,178.4455,181.343125,191.295625,197.583,204.31175,208.765875,213.2015,213.10325,213.295375,209.718,202.59475,197.488875,190.5825,176.723125,163.289375,153.835125,149.259625,146.751375,145.118625,146.175625,147.088375,157.97625,166.961625,171.577625,178.47,182.78975,189.38475,195.792875,200.053,206.679625,207.731625,211.641125,208.20475,203.949,200.46925
"H15",13596.8375,12573.45,11765.45,11224.4625,10905.175,10807.225,11147.5625,11803.7,12377.4375,13069.525,13892.25,14969.575,16047.1125,16963.475,17755.375,18265.0125,18511.95,18464.5625,18066.3875,17388.8,16764.525,16359.2875,16071,14944.5375,13610.1125,12496.7,11690.7,11143.7,10790.2125,10672.6,10949.975,11452.0875,11975.05,12648.65,13377,14345.45,15192.35,16059.2875,16904.7875,17507.675,17881.5375,18168.325,18142.9875,17562.0875,16692.75,15981.5125,15520.7,14376.6375
"H16",1279.595,1165.0525,1049.25375,1059.64125,912.27375,881.757875,864.1135,864.8855,905.268125,946.835,1009.74,1085.09875,1172.84875,1251.79375,1351.86875,1412.42125,1495.9475,1553.4725,1575.03,1574.03125,1521.42125,1459.5375,1427.0825,1384.48625,1350.98125,1235.95625,1112.59875,1029.19,978.923875,951.942875,927.966875,926.4295,954.269125,981.883625,1040.6575,1124.4725,1201.5725,1280.78625,1337.405,1411.935,1487.82875,1528.785,1577.67375,1583.74625,1543.55625,1470.80625,1408.985,1353.02875
"H17",54678.45,50040.7125,46133.525,43319.1875,41251.8125,39948.675,39453.1125,40297.8375,41769.6,42747.8625,45575.125,49321.8625,53526.675,57572.6375,60974.3875,64164.1,66650.9875,68154.125,68801.1625,68696.975,67403.025,64643,62090.3625,59747.7,55472.3375,50736.8625,46837.175,43935.025,41817.675,40459.525,39961.6375,40610.6125,41781.425,42540.75,45328.4875,49167.4,53360.65,57353.0625,60927.3375,63937.9375,66154.3375,67416.5125,68024.875,67671.7625,66200.4375,63425.25,60861.075,58785.425
"H18",28488.175,26252.025,24540.55,23434.9375,22760.1375,22628.5375,23517.275,25214.8625,26493.6,28722.6625,31739.525,34768.7375,37324.4375,39164.8875,40146.8375,40498.15,40635.5875,40221.2625,39243.825,38149.025,36966.8125,36350.2125,35022.4625,32508.4375,29576.725,27163.0375,25256.425,24008.925,23194.85,22933.725,23631,24877.725,25847.0625,27793.2375,30759.4,33552.425,36349.5375,38290.875,39440.375,39945.1,39968.375,39720.225,38864.2625,37507.125,36038.45,35428.6625,33920.8,32657.225
"H19",2094.615,1923.1075,1810.34375,1734.6025,1700.66375,1700.205,1779.21875,1941.14375,2042.06625,2218.56375,2439.0925,2664.49,2844.48375,2983.8125,3104.63625,3142.5575,3137.565,3036.50375,2865.24625,2760.12375,2704.81375,2652.72375,2561.14125,2375.975,2188.065,2009.31375,1868.8775,1778.15,1729.44625,1717.73625,1778.31375,1895.32125,1955.08625,2095.29,2284.1525,2510.1925,2714.855,2847.09375,2913.7975,2941.725,2940.18375,2910.16125,2827.29875,2724.26375,2643.4225,2567.61875,2461.53125,2282.735
"H20",6215.81875,5711.145,5363.43,5130.62125,5004.94125,5003.96,5229.97625,5665.565,6000.21125,6529.38625,7181.99125,7879.30125,8478.53375,8905.085,9127.09125,9126.0925,9185.3925,9055.96,8797.465,8554.11625,8240.9025,8063.54125,7720.49,7133.5675,6536.66875,5989.6875,5554.835,5261.8075,5086.56625,5018.0475,5177.01625,5474.41,5711.6625,6122.6875,6699.18875,7402.28125,7974.7525,8401.58,8634.78125,8833.27625,8997.99375,8994.245,8812.4575,8490.8325,8096.43625,7864.79625,7434.03375,6888.285
"H21",14931.475,13789.45,12902.725,12306.825,11928.9125,11801.0125,12134.725,12901.05,13538.85,14725.275,16364,17990.575,19358.1625,20329.625,20804.2,20973.2625,21012.9375,20818.7875,20353.7875,19774.3125,19275.1,19129.7125,18508.0375,17200.6,15589.65,14286.0625,13297.6,12644.45,12189.6875,12011.25,12281.6125,12869.1625,13403.7875,14586.1,16364.1375,17755.7125,19369.2625,20377.8375,20927.6875,20989.9625,20716.8875,20474.6625,19978.7625,19313.2,18602.1125,18463.3875,17644.5375,17497.25
"H22",677.654625,668.62675,644.26525,624.60175,613.645625,605.3155,598.259125,594.81825,598.577125,599.512625,608.17875,615.551875,621.518625,635.317125,643.582875,651.829375,671.3495,683.12,694.76125,707.810375,709.74875,707.058125,694.549625,678.69675,668.156625,661.44,639.1965,622.9885,611.518625,604.25,595.85725,594.85775,597.375125,597.198625,607.2085,617.8855,623.845,637.680875,640.82525,646.282125,662.765625,675.01925,686.186125,696.5105,698.973625,693.3775,681.5915,666.36625
"H23",237.64175,217.191,204.317,193.849625,187.062625,185.427625,191.828625,207.8515,223.112,243.064125,270.640375,295.762375,320.621125,343.763625,354.347625,360.481125,364.279,372.67025,362.760125,350.5795,337.135875,330.6745,320.329625,294.22375,264.773875,234.26475,215.275,202.7805,194.479125,191.382875,197.03125,210.220375,219.578875,235.386375,258.493,286.8745,315.532,338.92025,351.126625,368.886625,357.307,345.458125,326.23575,304.63825,288.159625,287.697375,279.429875,260.39225
"H24",384.13325,385.8295,396.7755,431.212625,506.649125,573.823875,651.710875,714.484875,773.403625,828.224125,874.674125,892.831,897.1475,867.9795,835.87325,790.912125,757.08525,701.40925,627.095875,565.029875,549.8705,501.338375,465.04875,447.378375,438.7015,448.799375,454.70275,508.453125,583.118,646.1945,725.99925,799.06975,860.3965,923.095375,959.29375,980.058875,983.307625,967.051625,921.96775,872.284,828.103625,751.785125,667.51825,595.583,544.693875,492.080125,465.75475,440.236
"H25",2626.08,2468.545,2245.53375,2087.90375,1986.5625,1919.3325,1865.19125,1850.87,1873.5725,1948.85,2055.16125,2159.32625,2242.44875,2317.20125,2399.32375,2473.14625,2552.4475,2651.85625,2715.8925,2778.5275,2831.8475,2849.34125,2816.0525,2699.57875,2599.73125,2474.5425,2255.38375,2079.85625,1979.15875,1894.3225,1842.84375,1823.8125,1831.88625,1900.8,1988.33125,2079.73875,2159.38125,2222.2775,2298.38125,2344.3225,2412.05,2487.74875,2548.63625,2586.90625,2623.6225,2629.2975,2604.02125,2531.33375
"H26",17358.075,15682.8,14955.1375,14514.6375,13979.25,13698.6125,14023.075,14694.4875,16080.65,16921.975,17674.825,18398.4875,18859.1875,19237.2125,19717.775,20056.325,20289.5375,20587.0375,20600.625,20265.1375,19668.6875,19427.95,18560.4625,16776.925,15014.05,13887.95,13189.875,13053,12829.525,12599.225,12913.25,13739.9,15040.0125,16074.7375,16934.3125,17683.425,18315.4,18774.975,19185.875,19487.9375,19725,19951.9375,19951.675,19529.0625,18918.9875,18671.5625,17937.975,16465.4375
"H27",1881.86125,1707.73125,1542.92125,1468.55875,1405.71125,1392.16875,1518.29875,1627.67875,1678.19375,1782.70625,1964.5325,2153.26625,2340.5025,2486.28375,2610.06125,2662.41375,2653.38,2719.23875,2722.90375,2651.3075,2468.54625,2325.2775,2244.7425,2088.095,1892.92125,1709.6575,1573.49125,1491.34125,1439.04625,1436.27625,1531.6475,1605.6775,1651.4225,1749.09625,1909.49625,2081.1675,2227.18,2411.42875,2542.76875,2602.425,2686.395,2760.73375,2750.4375,2622.47125,2479.97,2343.8575,2312.34375,2156.51
"H28",4352.0175,4151.26875,3820.46,3472.52125,3132.8875,2915.175,2767.56375,2701.0525,2710.6775,2840.78375,3051.3125,3329.8175,3584.92375,3850.7075,4118.54375,4338.8,4560.64875,4773.6525,4981.39875,5097.0125,5117.7225,5040.52,4742.8775,4456.77,4334.95375,4146.335,3796.99375,3445.69875,3104.06125,2876.075,2718.7975,2640.54875,2642.945,2757.0175,2930.13,3196.2425,3488.16375,3811.33625,4137.3325,4408.89,4619.665,4829.59,5007.69,5106.7075,5115.31,5033.62875,4717.30125,4402.93
"H29",4807.55875,4434.07,4116.52125,3960.77,3839.08875,3804.36375,3906.2225,4149.85625,4378.44125,4728.52625,5171.64625,5503.73125,5797.155,6047.50375,6255.0225,6373.34125,6475.36625,6520.6375,6486.23,6322.50125,6102.095,5926.11875,5720.835,5390.05125,4975.42375,4577.0075,4211.41875,4029.39125,3860.78125,3784.52875,3886.92875,4052.8275,4298.045,4666.65,5205.0975,5630.27625,5954.81375,6255.29125,6396.11375,6468.1,6512.6375,6491.825,6374.67875,6079.49375,5842.79625,5593.91375,5366.61125,5056.65
"H30",110275,101365,94856.425,90130.7375,86983.2625,86607.825,89770.5,94339.4375,99855.3125,105866.375,111633,118787.875,124729.125,129621.25,133719.25,136330.375,138076.375,139227.75,139611.625,137405.125,132390.625,127294.875,123243.75,114987.5,105975.625,98436.6625,91909.8,87743.125,85196.725,85047.6375,87624.7375,91411.9625,97149.5125,103229.625,109372.25,116868.625,122786.75,127509.875,131240.25,134136,135658.75,136815.375,136808.375,134121.625,128668.5,123676.125,119451.25,111985.875
"H31",100300.375,92535.3375,86924.225,82984.5625,80498.6625,79500.8375,80518.85,84246.0125,88677.8375,94036.8375,100300.375,106366.625,112166,116888.25,120968.375,124357.25,126593.875,127554.25,127741.875,126435.25,123311.875,119376.375,116472.875,111922.625,104085.25,95988.825,89809.4875,85517.4625,82640.375,81188.1375,82184.4125,85621.025,89779.825,95708.275,102699.875,109909,116552.5,122245.625,126861.125,130488.625,132552.875,133310.5,133091,131299.625,127839.125,122987.875,119127,114294.875
"H32",92704.25,85594.6375,80513.0625,76881.5875,74639.975,73685.2375,74633,78061.5875,82124.2125,86980.5875,92587.725,98101.05,103352.5,107572,111255,114335.25,116365.5,117191.375,117368,116230.125,113440.5,109890.25,107395,103291.125,96172.8375,88780.275,83238.4125,79308.675,76738.8,75460.9625,76356.6375,79536.2375,83299.375,88586.1625,94740.5,101204.625,107222.25,112253.5,116478.875,119767.125,121661,122361,122193.375,120721.25,117618,113278.125,109918.625,105584
"H33",5839.2575,5551.94375,5142.8625,4719.56125,4351.2775,4073.73,3883.15,3761.69875,3729.95375,3724.46,3751.77375,4035.27875,4429.3475,4743.03875,5102.585,5459.18,5749.07375,6036.915,6359.98,6514.93,6500.15125,6467.84625,6344.97375,6017.455,5739.4125,5454.6375,5046.665,4614.4875,4301.9675,4061.645,3862.42875,3753.4975,3719.08125,3714.82125,3718.24625,3998.54375,4372.12375,4696.70625,5026.3625,5352.90625,5598.26,5910.60375,6223.64125,6309.66,6324.85125,6223.48375,6244.725,5945.66125
"H34",47718.325,45264.025,41799.8375,41394.6875,35992.8625,33851.725,33061.475,32755.3,33413.1,34630.15,36377.6375,39206.0875,41188.1125,42929.2,44598.825,45955.4125,47596.4375,48778.5375,50159.3,51063.1375,51463.4375,51317.95,50239.325,48610.1,46832.2,44734.0375,41407.725,38374.6125,36182.325,34559.05,33455.625,33330.0625,33572.6375,34454.2625,35957.5,38863.525,40947.25,42697.175,44366.2875,45544.6125,46885.1375,47828.9,48871.2375,49624.5375,50049.95,49790.4375,48818.4375,47454.25
"H35",1400.0975,1321.18625,1217.425,1166.70375,1118.6525,1101.0825,1084.17625,1092.2875,1132.265,1187.14375,1244.5975,1305.56125,1330.7425,1369.815,1384.24125,1398.52625,1419.70625,1428.4925,1459.55125,1453.04,1434.085,1417.25375,1385.8325,1366.80125,1365.67,1296.37375,1205.6,1146.7075,1107.46375,1093.1975,1066.45625,1075.24125,1116.5275,1146.96625,1218.38375,1282.97,1304.8775,1354.07,1357.8,1365.3175,1393.28,1405.5725,1417.02125,1421.47875,1401.355,1384.4275,1355.67625,1316.7125
"H36",23235.7375,21012.45,19441.175,18333.6875,17583.275,17379.8375,17944.7125,19187.1125,21161.7125,22828.1125,24213.7625,25310.825,26169.0125,26806.1,27543.05,28098.4875,28478.375,28738.15,28626.3,27783.2,26606.2875,25797.2125,24987.05,23089.85,20959.975,19281.475,18109.1125,17265.6875,16719.0375,16619.475,17113.2875,18196.9,20063.5375,21726.725,23174.7125,24476.5875,25404.525,26102.025,26772.5,27233.3625,27533.35,27748.2,27587.2375,26784.425,25711.5875,25043.3625,24357.65,22812.575
"H37",2119.4375,1857.39375,1606.605,1461.8575,1463.01,1414.60875,1374.32625,1435.34,1576.24,1718.97625,1844.06125,1969.26875,2080.80125,2156.23,2232.3225,2291.205,2338.0525,2439.25375,2492.07625,2530.63125,2552.255,2463.28125,2252.975,2126.3575,2081.09375,1880.6125,1672.8325,1537.54375,1507.695,1480.00875,1494.335,1540.875,1594.8225,1707.455,1800.32125,1864.19875,1932.3675,1990.94125,2089.00875,2184.04,2269.0775,2355.8,2410.39,2428.5475,2430.865,2377.34875,2196.0775,2102.31125
"H38",3328.01625,3156.46125,2826.8675,2497.275,2243.7975,2079.41125,1995.06125,1945.73125,1971.9975,2110.20875,2308.025,2521.21375,2654.3475,2782.79375,2911.0525,3006.95375,3110.9975,3216.83625,3263.78375,3341.4075,3391.33875,3422.35,3329.475,3186.495,3056.43125,2962.56375,2703.21375,2392.735,2148.0425,1990.8625,1900.6425,1853.59625,1865.05375,1963.44625,2122.055,2322.02625,2457.0875,2579.46875,2706.85625,2794.41,2896.5025,3004.1525,3066.68875,3196.67875,3265.79375,3302.9125,3241.125,3131.76375
"H39",110214.75,101352.125,94846.7,90163.3625,86980.4375,86641.5125,89730.6375,94315.525,99848.125,105867.25,111654.125,118841.125,124784.375,129773.875,133951.875,136638.625,138433.875,139779.875,140139.875,137967.375,132955.375,127775.125,123631.375,115266.125,106145.5,98615.8875,92005.0875,87865.1,85195.175,85034.4375,87543.3625,91302.8875,97042.625,103139.5,109299.125,116838.625,122827.25,127695.75,131509.875,134439.625,135965.375,137185.375,137093.875,134392.375,128967.75,123947.25,119681.375,112215.625
"H40",1907.39125,1771.02625,1628.73,1533.13875,1477.5975,1447.5725,1434.1125,1437.82875,1485.5275,1549.41,1627.77125,1716.34875,1820.09,1962.8525,2010.2625,2085.43875,2154.8625,2210.73875,2218.2975,2208.9975,2189.2275,2143.995,2081.0625,2112.895,2015.68375,1855.3825,1682.29,1572.29625,1499.41875,1465.15,1439.01875,1450.1925,1505.75,1574.51875,1644.36125,1729.2525,1817.91375,1905.2225,1959.20375,1990.76875,2031.60875,2067.26875,2059.415,2070.465,2042.60875,1990.105,1926.5675,1990.14
"H41",3914.4775,3919.45625,3691.67,3339.27625,3030.1175,2884.6425,2774.91625,2736.255,2812.5325,2938.40625,3051.08875,3331.60375,3468.43,3549.45125,3680.92875,3771.4325,3827.5025,3884.3025,3918.75375,3928.90125,3924.5,3945.87375,3891.0525,3806.07,3720.62625,3754.89375,3531.1375,3202.2425,2896.61125,2765.825,2681.5075,2650.66875,2699.06,2812.20625,2840.765,3190.835,3365.0375,3479.84625,3539.56625,3584.0825,3625.17,3665.23625,3655.76125,3662.20375,3704.34125,3763.41375,3699.0525,3627.05375
"H42",3316.02,3218.14125,3027.545,2913.41875,2819.44625,2797.78625,2874.65125,2969.5775,3081.30375,3296.89875,3588.43625,3840.57125,4118.9175,4365.28875,4571.82875,4627.22375,4889.8125,4926.2725,4861.8675,4627.69375,4422.96875,4289.11875,4191.87625,3826.6025,3583.495,3214.15,3138.90625,3002.83125,2914.86375,2913.59625,2927.55625,2989.48125,3066.57875,3283.30625,3496.05625,3757.49,4000.6225,4191.73625,4373.91,4521.815,4741.85875,4783.16875,4743.4025,4552.0275,4340.5125,4191.83125,4071.20625,3785.54875
"H43",3358.73375,3108.8875,2922.0475,2803.17875,2734.805,2717.845,2793.07625,2904.27375,3013.52,3180.86875,3413.3375,3714.32375,3991.6275,4222.73375,4395.94,4525.10875,4615.71,4655.935,4510.43875,4306.215,4175.93875,4059.20875,3926.21625,3628.9275,3357.10125,3120.2575,2952.70375,2815.51,2758.43625,2753.64625,2816.0825,2897.215,2977.265,3104.63625,3292.31375,3502.43375,3724.07375,3904.8275,4069.655,4247.99625,4223.29875,4191.7225,4107.64625,3993.36625,3846.96,3728.61125,3649.9825,3423.44125
"H44",1128.8,1122.83625,1044.1525,940.595625,866.551625,818.536125,793.514875,777.376375,785.832,844.8495,938.577375,1054.16125,1090.7375,1125.76125,1157.4525,1172.12125,1192.72,1215.16,1221.71875,1211.70125,1223.7125,1215.65875,1171.745,1126.86375,1095.93,1096.80875,1031.26,933.60925,855.81575,808.02675,781.90025,770.313625,799.38025,853.345125,961.032375,1068.5825,1118.0925,1156.3075,1184.65875,1186.85375,1204.29875,1200.47,1219.3425,1204.65875,1207.35375,1199.585,1159.725,1122.305
"H45",34078.35,31662.5125,30578.6125,29408.875,28043.575,28193.65,28711.45,29814.1125,29618.275,30887.7125,32955.4375,35565.7375,38072.7375,39922.225,41550.775,42743.6875,43290.925,43018.1375,43114.3,42563.3375,41099.0375,40377.0875,39539.5875,37489.4,34464.625,31950.4125,30721.0125,29770.7375,28860.1375,28357.6,28768.425,29571.3,29261.125,30613.9125,32961.6625,35735.6125,38275.2375,40289.0375,42060.475,43309.9875,44085.5625,43701.7,43259.775,42426.8375,40772.65,39271.4,38385.6,36279.6
"H46",158.056,138.0125,120.829,110.258375,104.365875,105.465375,112.993875,122.844875,130.083375,152.10275,171.746125,199.838,225.3415,249.18625,262.273125,257.582625,242.822625,240.03075,239.70625,233.282875,223.5955,209.69975,194.838875,176.621625,164.714125,144.296875,125.748375,115.84875,109.742125,109.463625,115.045125,121.02675,124.556,137.200375,156.499,182.912875,209.31325,233.49275,251.739,259.003125,250.49925,244.641625,240.333,228.466,218.418375,206.715375,191.6055,173.685375
"H47",33458.7875,31104.15,30037.1,28895.8375,27544.15,27712.3625,28235.9875,29310.4375,29095.0875,30324.1375,32333.85,34878.825,37307.2875,39092.775,40668.8375,41849.0625,42387.8875,42116.4,42232.0375,41705.475,40273.425,39575.6875,38770.5875,36762.2625,33816.4375,31381.275,30181.5,29287.05,28412.2375,27919.2125,28338.8125,29119.725,28799.2375,30117.2625,32409.95,35107.65,37553.5,39477.6625,41206.025,42432.9125,43221.9875,42858.8625,42431.25,41612.8125,39981.9625,38525.6,37664.6875,35603.0625
"H48",5116.575,4833.69,4357.97125,4091.5475,3773.0375,3526.46125,3322.36625,3202.06875,3160.67875,3212.515,3316.845,3508.76125,3749.16,4000.30125,4301.59,4606.45625,4863.8975,5078.32625,5302.185,5412.065,5480.64,5488.205,5441.90375,5300.2025,5199.9775,4897.34375,4407.79,4178.1775,3866.33125,3645.75625,3488.9925,3377.4,3354.06625,3436.78875,3436.62625,3481.90125,3626.78125,3824.33625,4067.07375,4328.2425,4553.06375,4737.32,4919.43375,5014.43125,5003.58375,4955.455,4863.2925,4727.84375
"H49",16925.875,15952.825,14658.6125,13728.7625,12773.475,12147.9375,11658.1,11433.7375,11501.0875,11758.65,12173.625,12841.5125,13503.6375,14318.2875,15107.5375,15911.425,16565.65,17249.8625,17950.45,18380.875,18534.6125,18412.6,18054.125,17731.3875,17326.6,16284.125,14973.4625,14041.4875,13210.2125,12622.1625,12151.2875,11951.6625,12004.95,12310.4125,12537.5,12998.1625,13496.925,14227.425,14931.475,15585.375,16090.1375,16614.6375,17157.025,17474.95,17520.7375,17264.7,16769.5625,16446.8375
"H50",35199.2875,32371.9125,30201.1625,28602.05,27533,26839.8375,26568.6625,27267.1,28320.575,29679.175,31629.625,33890.2375,36276.1375,38594.4625,40479.775,42026.5625,42883.0875,43622.5375,43947.8375,43602.0625,42856.45,41726.05,40196.975,39119.7375,36649.925,33845.2,31634.1125,29894.7875,28611.725,27730.55,27402.9375,27843.4125,28703.0625,30155.9875,32438.3,34881.1125,37495.775,39953.5125,41981.675,43608.7125,44325.6375,44909.075,45035.7375,44506.3375,43506.975,42209,40513.3125,39310.9125
"H51",358.1335,334.346625,310.493125,296.086625,281.98525,282.7395,294.0055,323.32,355.61125,373.8965,400.77175,427.673625,454.64525,467.121625,478.577375,499.30775,495.79275,476.755375,487.885125,470.917625,457.017625,448.766625,424.6285,389.50925,355.55375,318.4815,295.829625,281.169,273.527875,272.642875,281.281,305.159125,321.538125,344.86275,380.081625,417.582,454.968625,489.85125,526.115875,536.449625,545.520125,548.8835,542.458625,525.753,494.957625,484.42625,475.54975,438.555625
