"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48"
"H11",29494.3518354488,28425.0770263637,27419.1093843652,26316.3863165487,25370.5193061315,24801.4536955342,24645.5174748334,24901.2265654388,25318.9630577462,26029.1766969497,26715.6398513246,27476.1631216074,28334.8733017104,29119.5855345667,29803.5653912741,30581.2416962392,31156.7233353942,31590.3174868586,31977.2750756671,32125.7770867652,31922.0389258299,31465.1798699845,31242.5120366763,30576.0280171102,29249.2984010922,28237.1031039842,27286.0353837953,26305.1507314159,25382.2369398731,24875.4813500906,24701.2095262011,24812.0128742425,25171.9152316472,25893.219740405,26747.3268943828,27577.9611473726,28539.0140697673,29393.157609076,30176.3472479831,30953.1948399415,31618.2788165505,32060.9528925239,32394.9135022019,32505.5794847372,31712.1869945578,30939.4912206283,30223.8227584737,29445.0902236391
"H12",8091.61078506993,7395.47972665193,6933.92274026329,6626.65607979734,6438.13096775554,6395.92679265188,6593.41882086654,6885.67645376114,7337.05127209255,7896.97951681438,8521.34474689796,9132.40689925598,9653.79278005354,10098.6490196815,10420.0966578998,10630.8914266192,10720.6933486629,10789.6740451384,10677.1169402279,10480.3012608423,10123.6309938077,9799.76712651161,9502.40901887848,8812.56707972712,8030.63197691606,7399.18655657273,6942.3551597747,6638.79896581099,6433.59297907612,6363.04630729183,6526.46523947474,6756.69001022014,7170.80237639788,7727.40953349428,8331.32654179405,9003.29841748184,9597.13303541028,10066.3543631133,10457.1364434201,10704.8851734929,10866.1474846582,10924.9823715174,10906.9012425295,10722.5548561961,10268.1887695017,9808.79049126735,9441.63784856259,8720.36815728583
"H13",572.193828609846,527.747722211744,494.975971017953,477.394275562673,466.671600266876,464.661770392036,481.779246128241,514.95009392616,549.543797411239,579.822089361416,613.571978371974,645.998634736723,674.375847496213,694.913699371077,715.150670893019,724.176441624509,734.638098450413,744.266954408282,744.380449178438,736.474593347686,716.36326447288,695.563418623682,680.071936851279,629.508308754286,570.401042614408,524.469427339088,492.953029704114,475.430339657396,464.270235453069,464.861094053022,481.092236022223,513.820242215569,548.415966510538,578.720188335605,614.686398751605,648.323467023562,676.701268658415,695.635195300295,719.203677775032,736.003708825871,754.191834872685,763.979103656028,767.009036563764,752.503881339388,728.558459299357,701.199922841177,682.520889575928,635.193818996206
"H14",198.696130183141,194.131744868483,181.80490514473,169.30677579302,160.120534676554,156.009093813132,155.002023011501,152.23334977231,151.867268185769,156.343955422624,164.598564179978,172.452598128443,178.870223392618,183.763498206324,188.155668376665,194.248112417334,199.389647561692,204.683549983257,207.093129023415,209.418208044364,210.141109430574,209.900368233611,209.154918012963,201.67076946897,198.545670315818,191.647058061242,181.582504029855,169.691776595688,161.131693972446,156.817033249221,153.496119538686,152.342487544094,153.508122932821,154.841965571321,163.432703250717,173.959825373462,180.447971536934,185.427853050648,190.680756716547,194.259634462528,200.182115429755,203.624431076047,207.697503922133,207.57843577074,210.492380713863,207.557502669872,204.565912471454,200.155106056488
"H15",13565.6686033221,12527.8275955062,11773.5382997874,11257.726556431,10946.0893513842,10874.2597968027,11196.6638464644,11744.630202849,12410.4940111936,13209.3213748141,14112.7222785157,15184.6723704872,16172.0495248627,16975.7811790765,17656.667410947,18139.2813624152,18460.2520872106,18555.0314310132,18360.3759739842,17871.7428766311,17220.3747777215,16581.2527956609,16177.8763973059,15026.709679983,13713.7853572718,12613.9986966624,11836.602571102,11292.0552808802,10940.5286408795,10847.3593520676,11131.7786041135,11594.0405871336,12241.1729272939,13041.0475307623,13924.1640441969,14976.2549183888,15877.1695262068,16672.52400258,17370.9495916795,17872.9924132431,18213.2867839542,18421.0702072718,18369.4447765782,17968.7982136565,17259.5714275952,16503.2386202462,16018.4423018031,14873.9089713426
"H16",1338.52022609664,1222.24785043609,1105.91252679359,1131.79692996259,962.631926942155,929.052138069393,909.307429763625,911.56948105157,943.181447207753,973.018930376664,1032.45215466933,1105.52555451073,1183.43077207282,1265.63795009437,1361.61923903975,1420.55769289501,1487.09880898094,1543.92513246129,1575.43619124957,1566.09293959487,1510.5282878042,1455.33156419306,1398.06931478344,1394.79867851926,1360.27762068005,1256.9544809125,1141.43846248317,1056.45837295801,1004.53160710449,968.422373412441,945.922901758799,951.204337584334,977.672590300155,1000.22818004537,1060.24113067735,1146.17149997813,1219.91247720872,1297.33298063912,1352.45114956908,1424.73474960529,1488.76990231799,1523.40963173982,1564.73047202992,1567.93881691113,1533.96395292162,1467.25267997946,1410.14491488033,1391.36632937479
"H17",54358.0486925064,49867.4101406612,45957.4215969151,43140.8513238159,41226.5860992735,40102.8821267653,39758.2517262749,40801.5419386687,42311.649693545,43393.5802841756,46211.1948918217,49858.0111297387,53861.9897827095,57828.3723919904,61043.878462021,64043.2072808348,66368.9403168718,67621.0974386537,67874.8707335603,67487.4226166453,66004.4675599895,63446.8922545316,60959.2873637188,58833.0222261474,54633.7530128987,50109.6957555515,46268.6332919034,43459.3733606328,41531.5317869802,40242.8229560554,39821.9561336382,40522.7046146355,41746.66470365,42630.1717303619,45471.8060325876,49169.7946633048,53160.1969671653,56851.9195906009,60238.6965263297,63193.118959625,65560.6253775397,67059.2454523996,67797.5899770867,67302.5754018368,65613.8864394336,62993.6510611593,60248.0955372521,58151.0717669951
"H18",28580.5000737647,26143.3118103624,24387.201488198,23254.3837286266,22553.0773834578,22388.4764667615,23128.7362842611,24528.4343111037,25849.2170643582,28258.6696326246,31219.4542687329,34155.0269597129,36521.1832947193,38242.6199356713,39293.6008948664,39840.7268912025,40098.0067303441,39793.0907448343,39055.8675572867,37854.6559440405,36357.0571204823,35432.150082747,34081.0468189643,31705.0701821413,28906.7272965088,26432.8720645084,24668.1393827556,23476.2314136783,22699.1541722533,22481.6594167992,23110.421824703,24290.5933417419,25537.8249024112,27808.8419981636,30714.2653790918,33325.9319604668,35887.5965542308,37486.3179101748,38521.6815451636,38990.8450137201,38929.9162231041,38554.558133896,37791.6797540055,36451.4418934762,34820.0707169938,33878.0149427094,32386.6145262255,32340.32564085
"H19",2139.57328372168,1962.92018102015,1844.78520938869,1759.76612175697,1715.86969474923,1708.90903523855,1769.71320260528,1886.59600678088,1986.66800996748,2173.00825734886,2396.01509142982,2613.88180826044,2779.13443285646,2897.21591032395,2996.93180222827,3035.48285336264,3055.19982421013,3008.67429827439,2911.65386836269,2804.57651341167,2697.03357369519,2641.46649603436,2556.0394654059,2376.13479673586,2176.3257946361,2000.3984761135,1871.20223302751,1780.39649962682,1731.1802386598,1720.0929660408,1775.57021271126,1873.01103606628,1960.77719200253,2134.22469280392,2337.22214188997,2546.08859459457,2723.41871621443,2824.55237483783,2877.9585572794,2891.59019455417,2892.89846911002,2870.1613581722,2821.5428169275,2726.32887221954,2614.25830251951,2557.08544841863,2471.12303570582,2311.38633451751
"H20",6312.04276928108,5698.5723177091,5298.35870485356,5045.19054025828,4887.58801847732,4865.29271637646,5040.79421533341,5387.92894362538,5700.49373506974,6259.71427748696,6949.73629389229,7645.36764238239,8237.00759162639,8709.33654611604,9014.36787203617,9124.85397542434,9203.50338892138,9172.35090718322,9011.84066745588,8752.33790575117,8377.91085480859,8106.82288196682,7740.37233803526,7128.01067974222,6460.73406421166,5856.7067891153,5429.80123374157,5161.50692104642,4967.44760996257,4911.21654054899,5053.02675261312,5331.50789862844,5616.87285455124,6113.79914251005,6734.36726636046,7396.10337989299,7922.10932789688,8331.91175661473,8552.34282811112,8685.97184980582,8717.87331100051,8681.3294770892,8547.68312271852,8248.86895163524,7853.91620503135,7586.84269105645,7248.8195276615,6750.42437919296
"H21",15024.3866187476,13788.8645164463,12909.3983283109,12324.1950780504,11951.9552662794,11829.2919439238,12113.3762136867,12747.2102452062,13416.7933340221,14683.9053640763,16239.2614086882,17741.5969086186,18922.9291589842,19709.1285223088,20141.3195660413,20379.9024311899,20476.337553229,20258.1822203023,19868.0354170818,19201.6620757126,18497.5952801417,18133.1084149729,17516.9262648237,16418.4322136881,15087.8070100517,13813.7638731803,12938.9061584058,12342.812934025,11943.3828264836,11814.1092777681,12067.6421576713,12622.6951455701,13288.61902738,14554.3679784321,16186.6868828313,17463.7440982123,18906.5637804188,19695.3845792478,20229.1595379441,20393.6120396061,20221.5324543319,19918.884473397,19440.7355241553,18744.3564672789,17951.0603393254,17564.1403986568,16724.5729634542,17568.4217277459
"H22",672.755074786669,665.873990633063,648.668642602722,630.981726841539,619.458611764684,612.295023533858,606.836288220462,605.257867230456,606.218356056823,607.568352791477,615.418795101388,624.005610274435,633.960200101295,645.251909571028,656.833331178272,668.252429237635,684.950756887575,693.875199418171,700.15135530772,707.347358168048,709.367016995501,706.516038538472,693.868678922038,680.930230044204,669.878187842271,665.441719672396,649.439268818103,633.981694027708,623.118478389087,617.164522111701,610.458647937649,610.677506539102,611.632406587824,612.737908508257,624.05704869423,636.161205141786,646.075022016484,656.975962540535,662.723136044626,671.878603083207,684.914470891922,696.835538148521,704.854235957937,711.278720222645,712.778560153447,705.183180142178,690.054724118549,677.486966153847
"H23",261.01157959447,236.961253678798,220.367446037435,208.059341436883,199.762113106609,196.828164231687,201.473274665561,213.158697775808,223.037513570363,237.025616152963,255.947185445828,275.163169794029,295.322681123745,317.080248840747,328.756193757979,342.058294922259,353.258201318924,362.326213697111,363.534811401603,355.96264549137,342.605738990969,333.348620753883,323.332721479903,298.433302204508,271.03042300685,245.045002001167,226.555400895003,213.59405200454,204.64453191173,201.077947602685,205.707928092123,215.507051821276,223.929617536662,237.711462465352,256.428745055954,279.391699385267,301.203599244304,321.918392552949,333.586420172942,345.468589859488,342.486584399907,335.733246098843,330.713713538919,317.615717475602,302.040847522507,296.998223109702,289.085716397214,269.848128882334
"H24",382.951643797885,382.767249348142,387.421420740898,424.164614400601,476.299529715357,529.536602450133,585.469117151599,632.402266657315,679.157049973685,721.50866576893,753.191836686512,773.510680304577,771.173957444503,752.131416949161,727.15076802051,685.417612482329,661.316161754164,622.026076631416,566.229495200698,517.836694568319,494.995827549684,462.035793141915,437.189139205219,422.67041110773,414.354413077002,421.570794193281,427.754480503521,473.818911369678,526.754302885995,576.471487255345,636.720373477825,685.951020397442,734.69780055294,780.245984251472,811.49154728532,834.951423193712,836.29711670843,826.80909417908,796.309347406696,753.048365740641,726.278144582995,675.107193499687,611.012777249737,554.851584986595,509.697046068518,472.845106197865,449.700758383626,430.582531485137
"H25",2509.82955375599,2436.57857363567,2322.55528853995,2232.42436521853,2167.82371318152,2128.40173721396,2098.4492098697,2087.16272057967,2100.6209840529,2145.55833454379,2219.48397061926,2294.38118431532,2347.56080826822,2404.85270884484,2459.40064878024,2508.48272372834,2557.3763365854,2606.37322133016,2639.23505999937,2661.05243632416,2670.25822025847,2661.40811951055,2636.43738047121,2580.88447805098,2536.19317462151,2461.85853419614,2340.67505440848,2238.14404941316,2173.27081064155,2124.37748546868,2096.82898128966,2082.41237628659,2092.8251717916,2136.14076605991,2202.82362423582,2272.28008903302,2329.94943527774,2381.9197435794,2431.6943919703,2468.7169584909,2511.05081940728,2548.73207065658,2572.54710834968,2569.33010951529,2557.66914389424,2538.31213432408,2510.00936533396,2470.36294705236
"H26",17250.9192755462,16172.7364827808,15780.9429696474,15628.0216323844,15367.0732906264,15402.3524810491,15760.8523822342,16255.1172778931,17305.0709657107,18042.5467094534,18582.2546747708,19122.7733108959,19408.35447276,19640.027476143,19969.9826574052,20147.3695700719,20260.0836840381,20412.0755167723,20416.1912760421,20130.1250867738,19702.3765361597,19547.4611575696,19018.6507603782,17654.0498419886,16257.0896154691,15379.333942607,14905.6010676556,14912.3687327559,14825.7655869023,14863.5052159992,15196.0781531256,15976.1304785049,16998.5062727932,17887.9896370689,18547.7501475164,19134.1829734123,19608.6770299913,19914.1617757509,20219.6666215757,20403.7723720445,20538.1760699393,20647.0667207899,20610.8882308823,20193.8997014627,19645.7850665776,19425.917713787,18974.3466864672,17760.4610165808
"H27",1866.26594509782,1729.29434719212,1598.20638937313,1537.39649411526,1493.2926378642,1488.40798343342,1587.97679455192,1671.56426727232,1735.0832171288,1838.00962694405,1983.85026129065,2171.34825941769,2328.42843266172,2459.33864328159,2555.71780522601,2596.64676532515,2574.31302945049,2581.81808932152,2561.38368145462,2516.38736808258,2392.90566604043,2286.47957500071,2205.95372446779,2067.6599974837,1899.12595717648,1744.75959387562,1643.2405361403,1563.0286141351,1525.42676299537,1521.99228636637,1598.11064900992,1671.65139586973,1742.57592506331,1850.80127581363,1991.48497716197,2157.89991653638,2300.00541476296,2431.53728831555,2531.96562441982,2574.77181404657,2603.73145730952,2604.70006977175,2572.02399113372,2479.13825642645,2357.23252900431,2239.4267122893,2193.44710099549,2063.25010675017
"H28",4330.01351210165,4208.53599063871,3943.61312774857,3634.38483070413,3345.47865049728,3154.64148028962,3024.72345268118,2959.0952562109,2969.84009372571,3084.80001192277,3260.24041605114,3511.69405903871,3751.01975599661,3964.96682728101,4160.43945277687,4317.91759566842,4444.80141746006,4564.29561026926,4695.54905602131,4778.17896011104,4793.09565113215,4723.40688643194,4529.73550096344,4336.49782974328,4327.35890511062,4212.62837158813,3942.08817520965,3633.72144862604,3346.19151299067,3145.73094777698,3008.38411097262,2939.33528968911,2946.86758969094,3057.65209237955,3217.14845485125,3471.04915066194,3738.93849231325,3991.85214569905,4222.01375446684,4416.13404522657,4557.46603037817,4697.33009036359,4824.78694783518,4914.89168140586,4932.18095911858,4866.28941653299,4645.04026567813,4413.89085936368
"H29",4932.16414939936,4578.56396744472,4301.62866805409,4113.59953079465,4019.78311246841,3982.63484775446,4063.58655890359,4240.81363965126,4432.8297073392,4697.85975701876,4953.78927207281,5224.78662338445,5461.5686053389,5665.59688906435,5861.18006802815,6046.10632396,6156.69063100867,6213.06594935485,6215.10476169427,6159.81550217682,5998.09043285869,5819.62149263679,5684.5476501011,5407.31755525095,5002.77512360827,4641.59594304095,4346.88537606571,4152.86678227041,4026.76324742818,3969.91267059714,4048.68042749222,4205.86476066629,4414.97883885724,4704.83192175207,5055.54757303604,5410.11019025484,5681.89005877811,5910.38390979902,6084.08564427565,6246.35658617611,6297.12473220659,6327.7648711589,6282.49868554479,6146.29354405489,5992.35903051608,5782.27112727988,5639.87366520578,5369.48083063742
"H30",109851.510457268,102260.83361724,97062.6974471757,93593.0368740029,91461.038481513,90997.1461338178,93214.9328371828,96856.1700321058,101634.896682336,108234.241930029,116145.830599626,125290.229069947,133637.113983615,140191.976403446,145275.72815901,148694.551214627,150693.101123534,151989.457821203,151678.078026174,150057.632154088,145822.231472733,140462.05071546,136979.680762898,127990.972190091,117864.774161976,109575.081455559,103598.495797923,98927.7988724984,95671.0204040899,94222.151153754,95308.8030915059,97227.9193792315,102330.735203879,109428.923592586,118084.010956435,127298.311013395,135435.491167146,141262.741616962,145965.211990859,148653.245731613,150677.214399297,151388.939645076,150944.111366465,148472.137075321,143505.947079104,137119.483936176,133096.965359586,124171.803683723
"H31",101870.082874478,94833.4421769025,89510.3690852569,85839.8347493457,83465.7353099528,82403.7005017519,83235.9947331728,86210.5885982713,90107.9514546466,95105.0899783332,100335.480132627,105347.638051766,110112.42598784,114018.8648737,117341.317669483,120196.052518387,122060.184721129,123133.60647492,123593.72707086,122721.559448089,120351.725239926,117071.778134815,114957.874431095,111601.974020435,104394.531812355,97099.4945702149,91497.4489463423,87563.4711000964,85024.1253042064,83782.2447575376,84612.1677589503,87439.9545913127,91325.7824148809,96822.9760021814,102728.100488928,108510.965823334,113837.870753415,118326.218622833,121989.613264395,124906.428784025,126736.735861669,127649.288173276,127795.154178078,126672.948001109,123989.33144927,120060.891876873,117304.119392842,113816.472119876
"H32",94038.1253054735,87649.7785365451,82823.8436594292,79501.484946257,77336.3311494255,76344.7209293003,77125.43085813,79838.0174814743,83438.1046627644,88008.855112316,92820.7337259477,97380.2441538055,101700.347672543,105212.603429642,108176.201582353,110695.106482821,112347.386935684,113279.852840141,113671.350840695,112824.432198061,110672.845006084,107722.925921823,105888.000149839,102907.375085368,96378.5755170889,89759.8977865378,84694.758691748,81132.969725733,78816.9797811198,77718.2146798573,78477.1432701047,81073.6594554346,84652.102488577,89669.9653549616,95020.3347691772,100234.94954183,105068.830179772,109096.883999856,112393.791712429,114995.802015682,116648.045507075,117473.202472032,117609.255757195,116604.095518029,114148.00326816,110608.616685856,108147.243317286,105056.850276703
"H33",5903.22718669507,5688.92044860199,5372.16264469634,5045.24475974038,4768.41465638947,4553.35369782322,4411.92852574902,4298.40564625646,4280.10846805793,4277.00447738493,4311.35237737864,4521.74480088282,4794.6285492121,5064.20616708951,5330.35685401629,5573.06917774382,5789.33572507494,5939.81291271294,6104.61815275485,6213.94341633476,6199.61962667886,6194.32090597473,6107.04036488945,5865.04248043325,5822.32143952699,5625.20068479862,5316.26432512842,4996.82245019281,4737.09018686572,4551.61054115201,4405.03049510596,4295.04832965622,4272.96631288216,4270.24291304821,4292.05090668873,4509.18572376119,4796.27984366468,5071.66185923944,5341.24530780043,5569.07241406885,5768.86800619962,5941.21366260337,6121.95534452182,6221.63049837454,6256.6155322769,6190.96813501987,6103.74802970822,5897.97902307034
"H34",46437.5290157717,44696.219409877,42001.1685015412,40503.0584177391,37345.2202415694,35763.6331031791,35008.449526413,34707.9257677983,35283.6027398288,36397.0614132787,38228.7636208324,40406.9773627655,42222.6021466105,43816.3449453996,45309.1675896706,46575.4018580839,47818.9278088635,48749.2039923037,49588.9643568078,50095.8719196153,50174.6362091647,49862.3390415411,48981.7962545455,47645.5769412049,46610.8176872547,44875.467678226,42111.2823684068,39259.6800071352,37234.5876173875,35989.6446506462,35185.0130048799,35120.872446983,35404.5892766904,36358.0740978633,38068.4751508987,40391.5734182362,42337.1320008851,43909.6097642222,45319.3922137804,46396.7411765379,47320.3985564847,48075.7305754904,48684.3556706706,49115.0727234657,49220.6289227829,48786.4643370532,47747.1359358168,46512.6544188825
"H35",1353.04075145721,1293.0680928319,1205.92099658636,1144.95821395673,1109.34785846104,1092.78281727916,1081.36209253781,1088.01001931084,1111.70743361296,1164.94375094079,1225.12179888592,1281.70330211787,1319.65827184069,1352.46647943554,1375.92399411024,1394.22271468603,1412.50491365559,1421.60082085665,1440.95563159934,1438.08047605196,1424.97437260561,1402.89121437406,1375.46103641115,1350.70920036741,1336.03884984857,1278.85914533153,1196.22182396369,1138.17660443696,1103.12776805366,1088.79625217093,1073.4226681798,1080.78403140549,1103.79011094338,1141.95253401311,1209.06266457142,1272.09349221411,1308.86914934604,1348.82871100812,1373.39681108722,1390.06477679491,1410.8089859577,1424.69882164492,1434.09211932813,1431.97239205383,1407.67190071259,1383.26596340896,1354.38487135435,1317.53000092025
"H36",23524.4462199008,22024.1610418099,20968.6593020676,20241.998476226,19773.637271167,19698.7555786752,20201.0608309423,21392.5503531454,23104.7558675754,24395.8996359903,25347.1238795279,26032.3808008265,26536.5679500191,26879.5543930122,27276.594709412,27559.6517017365,27859.5736991123,28130.1143772469,28082.1377525381,27417.4183793023,26629.0008948466,26153.4337776067,25735.5463775925,24349.2858289752,22718.0392976184,21373.8660363964,20460.9740649735,19835.0424118705,19507.2480703756,19494.1091670241,19990.2560236238,21176.474590324,22977.1630488729,24411.1049110189,25531.8332348469,26459.0374258852,27063.2289181135,27511.5250655375,27943.7249269869,28259.3548112383,28516.2234305966,28700.0739137183,28547.5011285991,27778.2504093477,26902.9708518778,26376.1281648947,26018.5726367314,24769.1260995335
