"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"W20",3992.45,4291.86,3910.71375,3892.9375,2997.22875,4219.5,3991.09375,3783.65125,2711.48625,3578.4725,5644.86125,4702.28125,4184.96125
"W21",2428.54875,2228.02875,2189.1325,2697.8375,3048.57,2638.715,2302.295,2781.785,3517.96375,3452.0775,3457.99375,2383.76625,1962.15
"W22",3312.55875,3388.5975,3144.07875,3038.625,2698.92,3442.60875,3001.13125,3742.165,2514.3525,2996.36625,4395.88625,3621.86375,3053.22125
"W23",742.114125,754.3765,752.0405,725.673625,555.9695,778.959,743.305125,745.941375,540.3005,751.03825,1053.70375,910.34525,788.892375
"W24",7048.09875,8045.55125,6930.3175,6714.70875,6686.94875,12366.9125,7741.12,7384.03,7453.04875,20372.4625,17618.2375,10225.31625,7145.39875
"W25",1420.18875,1670.71375,1989.21125,2284.4425,2358.3925,2721.1625,2395.68875,2487.985,2540.69,2697.33625,2794.34,2184.90875,1931.005
"W26",2883.80625,3175.07,3138.2775,3740.2375,3569.98875,4277.245,4001.06375,4405.395,4656.75125,5352.295,8454.8475,4108.09875,3732.175
"W27",2033.42,2643.2925,2011.59375,2609.19,2675.2225,3044.3825,2523.29375,3275.17,3584.5775,4174.5,4112.52625,2684.44375,2430.8425
"W28",5382.13375,4514.15625,5086.29875,6167.90625,7069.17375,5841.6575,5412.89875,9142.66875,13179.85,10534.25375,8806.97875,5684.80625,5216.1075
"W29",899.15025,1070.23875,961.53025,981.7115,1001.599875,1446.91375,1284.40625,1231.3275,1053.89125,1640.03,2048.00375,1272.41375,1017.82325
"W30",3709.0675,3874.155,3489.9825,3874.22625,4005.6175,4460.805,4057.71125,4708.83375,6702.545,5279.6825,6180.43125,4660.30875,4159.74375
"W31",883.266625,955.15125,1081.35125,1286.09875,1445.79125,1614.63625,1330.89875,1850.86625,1979.75,1805.07,1640.7225,1272.0125,1141.75875
"W32",4807.695,4217.7575,5502.28875,4713.69125,6413.59125,5093.85125,5664.97625,6358.17125,7282.34,6649.71375,6270.42375,4940.17875,5205.77125
"W33",1720.77875,1669.9175,1902.45125,2075.56125,2797.76875,2026.15,2143.4975,2761.52375,3460.17125,3407.35375,2209.30375,1878.2175,2110.49375
"W34",1512.3425,1456.945,1548.3375,1361.99875,1976.6,1745.14375,1853.65375,1509.99625,1710.61125,2461.38375,1688.0725,1412.295,1444.41625
"W35",1198.025,1210.175,1218.71,1067.53875,2106.0125,1845.775,1463.4625,1146.63875,1211.4575,2494.51875,2062.25,1491.6975,1613.51375
"W36",15938,14731.1875,13337.625,14479.925,12281.6125,10723.9625,12274.3875,15097.5875,18833.8125,16092.1625,13046.075,13427.3625,17150.4625
"W37",2920.66,2963.75,2967.855,2962.44625,2988.97,3004.75125,2987.6075,2998.40625,2988.75375,2986.61125,3000.92625,2959.0375,3010.935
"W38",3168.3625,3233.11375,3201.9875,3190.4475,3191.91125,3219.60125,3209.62625,3289.935,3271.65,3290.575,3289.06875,3246.68,3311.35
"W39",5852.28375,5852.4275,5813.7725,5778.05875,5799.86875,5774.60625,5762.6625,5815.46375,5829.6975,5808.4925,5838.41875,5817.30375,5813.62
"W40",5839.12125,5815.67875,5763.55125,5715.37375,5755.49375,5728.24625,5747.545,5758.35375,5785.60625,5799.04,5823.755,5811.365,5817.8225
"W41",6168.89375,6247.97375,6271.365,6204.35875,6186.92125,6115.71875,6097.2,6173.2275,6301.3975,6369.4725,6321.16875,6387.38625,6359.87875
"W42",6210.43625,6272.915,6265.8275,6203.01625,6184.99,6107.385,6079.39375,6207.9675,6295.3625,6324.98375,6289.42875,6341.315,6347.19625
"W43",6193.305,6285.765,6283.275,6200.11625,6167.1325,6113.53625,6154.99,6251.8325,6259.62,6345.42125,6338.26125,6370.95875,6347.45375
"W44",5829.915,5818.115,5787.4275,5762.735,5792.565,5760.13125,5799.33375,5817.63375,5828.1875,5831.44125,5834.32625,5813.69125,5826.10625
"W45",2974.42,3014.12625,2988.195,2970.63,2909.0725,2943.6725,2952.21875,3000.93,3021.735,2969.64,2999.37375,2963.42625,2932.815
"W46",3366.935,3464.4925,3448.0175,3321.05375,3313.45375,3233.56,3223.4675,3209.02375,3208.06875,3204.31375,3245.5075,3312.49375,3275.145
"W47",2972.6075,3014.0075,2976.9875,2944.05,2914.80125,2935.42375,2951.8075,3001.22375,3011.08,2966.85625,2996.655,2955.7375,2913.97875
"W48",3111.08375,3114.67625,3054.515,3034.0075,2953.74875,2927.23,2913.57625,2869.05375,2904.87875,2908.42875,2964.12875,2905.14125,2886.74
"W49",3281.90375,3372.66125,3321.48125,3283.54,3202.0125,3271.19,3262.925,3274.17,3292.71375,3278.5525,3320.78875,3272.485,3181.56
"W50",3288.4825,3364.23625,3336.83625,3292.4575,3242.3375,3284.7425,3263.82625,3272.8375,3266.0625,3290.1125,3319.23,3293.47125,3189.71875
"W51",6573.3975,6606.80875,6566.7075,6499.25125,6467.955,6456.0925,6414.45125,6443.35125,6375.3875,6408.44875,6420.9775,6498.09125,6467.285
"W52",7117.6125,7225.63625,7155.945,6997.13625,6904.2725,6898.865,6986.81375,7051.4925,7036.5825,7015.75125,7081.86625,7216.3825,7205.2625
"W53",1910.59375,1988.0875,1747.475,1808.24375,1886.77875,1856.91125,1964.82,1985.66625,2003.4225,1863.39875,1995.41875,2038.4925,2024.61875
"W54",2497.8175,2511.9825,2469.00875,2473.64,2457.43875,2492.64125,2503.69125,2517.3825,2539.475,2556.46,2602.92875,2591.305,2584.03875
"W55",4767.45125,4705.17,4722.05125,4540.85375,4410.35375,4334.88125,4253.27875,4010.45375,3926.2675,4007.63875,4001.52125,3819.715,3711.22625
"W56",3022.29,3113.87375,3185.23125,3219.74375,3260.4375,3400.745,3470.7375,3548.42625,3599.75875,3686.64875,3698.605,3790.37875,3780.5375
"W57",2110.84625,2033.235,1937.1,1884.2625,1848.0825,1760.03,1721.2625,1689.6825,1630.8925,1567.99375,1538.70125,1503.35625,1486.5425
"W58",3391.86625,3314.11125,3297.05375,3275.51,3265.03375,3227.685,3296.27375,3292.965,3239.73625,3214.7,3149.54125,3056.27625,3045.69
"W59",2186.73875,2117.3,2339.39,2369.97625,2697.21375,2559.2925,2535.75,2561.98625,2748.07375,2069.74625,2217.6075,2329.07125,2172.54125
"W60",8985.09375,8928.9425,9007.37625,9070.2775,9173.52125,9251.0675,9256.32875,9182.0725,9192.32625,9217.38875,9264.81,9274.42625,9363.50125
"W61",9864.28875,11734.6375,11784.0125,10446.35,10354.225,11197.25,11349.3625,11061.2375,10904.2,10325.975,10381.9125,10691.125,10631.025
"W62",7206.9925,6990.44375,6975.7175,7043.525,7064.87375,7159.34875,7099.14125,7255.3575,7271.27875,7565.12625,7569.55625,7579.95125,7657.61375
"W63",5981.48375,6155.5125,6111.20125,5903.15625,5916.1775,6219.55625,6219.76125,6294.7925,6273.835,6461.30125,6481.17125,6632.2625,6600.845
"W64",12619.6125,12153.4125,12977.6875,14207.7125,14389.0375,12436.45,12693.6875,13823.25,14374.25,12673.8125,13167.25,14784.4375,15866.9625
"W65",18048.4875,17291.5375,18394.6,19699.7375,19965.85,17707.7875,18075.3125,19248.7125,20007.1875,18058.3,18700.2375,20494.4625,21905
"W66",7501.6875,7602.73625,7529.925,7329.34375,7432.2475,7672.69125,7652.18125,7490.71,7445.28125,7656.8325,7648.72,7494.7675,7366.08375
"W67",13325.45,13406.525,13456.65,13697.0875,13755.8,13658.75,13659.5,13767.85,13670.875,13584.7875,13703.2125,13777.1875,13831.35
"W68",6930.22125,6914.69625,6877.135,6874.93625,6875.225,6771.8475,6773.0325,6708.07875,6688.67125,6643.2425,6645.37875,6661.6475,6665.8825
"W69",6892.99875,6893.04,6902.9175,6891.1425,6798.25625,6832.18,6775.73,6708.57875,6683.64,6703.94375,6672.7475,6685.9825,6730.63375
"W70",2609.35,2588.0825,2582.71125,2579.29,2580.975,2572.29125,2621.92625,2641.755,2635.49875,2630.58625,2597.47,2594.5875,2602.37875
"W71",1959.12125,1938.0725,1929.725,1935.29125,1942.27625,1939.335,1933.90875,1910.8,1931.74625,1899.57125,1897.27875,1906.72125,1926.44625
"W72",1966.08875,1935.07875,1937.4775,1937.72375,1945.35125,1941.195,1930.0975,1915.875,1913.73125,1905.55625,1897.7575,1906.46,1915.4225
"W73",1960.36,1944.0225,1943.33875,1944.51875,1944.8325,1937.11,1942.3875,1921.49,1922.43125,1904.82375,1899.29875,1906.265,1929.47625
"W74",4559.3125,4446.53125,4578.32375,4958.1925,4044.525,4057.04,4289.6575,4251.77375,3992.6,4178.61,4839.4775,5900.84,5990.1225
"W75",24618.4625,24896.4,26432.5125,26156.4,25621.5,25232.0875,25450.55,24198.3375,24682.1375,25266.575,25890.025,27673.2125,25885.4625
"W76",523.782125,556.11875,558.082875,549.510625,447.81175,465.767,479.611125,494.322,496.686625,503.48125,510.12275,510.398625,511.2075
"W77",3301.30125,3713.465,3277.51625,2620.62375,3995.96125,4744.27125,5179.18375,4726.2925,4606.36375,4134.125,5094.91,5221.98,4781.6875
"W78",3409.6425,3585.30125,2907.51,2820.2825,3997.82875,4610.3225,4646.2075,4767.48625,4758.53,5250.3775,4894.29125,5394.68875,4426.7475
"W79",1444.60375,1365.60625,1464.83625,1498.45375,1472.4725,1468.08375,1416.31625,1447.5025,1458.915,1427.27375,1446.85375,1468.85125,1526.26375
"W80",1358.6675,1444.20875,1473.23875,1481.57125,1496.18,1417.585,1418.2925,1468.8475,1426.33875,1458.48875,1484.92625,1523.62375,1550.715
"W81",24573.4,25072.375,26071.275,26818.1125,26014.375,25804.0875,25402.0625,25368.0375,24350.85,25454.6375,25689.5875,27384.3,27632
"W82",4421.21,4431.2175,4432.09375,4423.48625,4421.89375,4444.1675,4436.755,4405.435,4422.90625,4456.175,4477.77125,4458.0825,4453.49125
"W83",6068.53125,6061.23,6086.1,6089.07875,6081.5375,6086.53875,6110.60625,6148.44,6126.04125,6121.05875,6119.005,6116.04875,6104.18
"W84",5991.31,6033.80875,6050.39125,6094.5975,6045.1375,6055.6425,6095.8875,6095.765,6069.90625,6086.48375,6081.32625,6059.95125,6008.225
"W85",17274.5125,17229.475,17116.9875,17178.575,17065.625,17114.3875,17095.6375,17106.5875,17091.05,17128.125,17039,17034.2625,16969.2875
"W86",17234.9,17333.2125,17168.15,17144.7,17203.9,17189.35,17218.825,17236.425,17182.55,17117.2625,17048.6625,17046.075,16959.35
"W87",1087.7425,1078.65875,1079.2875,1081.89125,1090.8775,1089.27125,1083.97,1082.95125,1086.89375,1092.9175,1095.13125,1089.66,1078.70375
"W88",11948.725,12050.9625,12026.375,12009.125,11975.0625,11978.475,11928.775,12090.3625,12093.1625,12124.8,12239.8625,12356.575,12437.5375
"W89",1245.9975,1275.9625,1257.04625,1276.80875,1326.175,1324.04375,1241.45375,1253.4375,1257.49875,1278.975,1263.11,1249.99625,1209.28875
"W90",1908.90375,1904.15625,1934.08625,1919.21375,1925.92625,1929.03625,1919.74125,1933.06875,1914.81375,1916.50875,1906.35375,1939.805,1875.85625
"W91",20329.75,20363.8875,20552.6125,20437.4,20588.0625,20630.3125,20521,20572.7375,20513.6,20580.725,20488.0875,20516.8875,19928.325
"W92",24210.475,24726.3625,24376.4875,24511.725,24667.0375,24738.45,24341.8625,24408.7125,24389.1375,24588.4875,23857.7,23294.825,22050.6875
"W93",1733.7325,1734.785,1727.46125,1736.2,1760.365,1763.1,1753.5875,1755.2325,1753.91375,1756.645,1746.235,1746.31125,1758.43625
"W94",1761.77375,1735.1925,1706.44875,1745.5075,1760.16875,1759.03,1800.91375,1809.5775,1785.67125,1755.8625,1738.7,1725.17125,1716.86375
"W95",1570.2125,1562.2225,1559.685,1560.65375,1576.57125,1580.41625,1598.37625,1620.2375,1592.0975,1597.335,1564.6725,1535.16875,1562.08625
"W96",11303.7125,11385.675,11309.2125,11354.575,11441.225,11511,11452.6,11508.2,11524.3375,11596.95,11590.9875,11608.6125,11630.5625
"W97",504.595125,517.888125,501.25375,511.506375,509.76175,529.656,507.347375,514.97,506.0345,516.685,500.989375,478.39475,464.697
"W98",643.9605,655.578125,639.677125,650.756375,651.254125,670.517625,645.105125,655.381875,650.443625,656.603875,638.85375,613.087,609.014625
"W99",15363.2125,15237.8625,15290.1375,15210.875,15153.75,15106.0375,15310.2125,15320.2625,15299.0375,15192.6375,15213.4875,15324.0375,15453.675
"W100",11324.2375,11392.8875,11266.75,11312.5125,11275.3125,11427.0125,11380.75,11302.3625,11356.9,11376.8,11363.125,11490.0625,11517.85
"W101",9766.5975,9862.16625,9786.82875,9838.59375,9929.6875,10004.29625,9862.335,9880.17625,9958.495,10010.8675,10031.00125,10007.4975,10139.1225
"W102",15752.9125,15918.1375,15879.9625,15986.45,15843.525,15826.5375,15799.375,16079.95,16097.475,15947.4,16019.0375,16260.975,16352.1375
"W103",4128.66625,4178.80125,4023.155,4126.41625,4125.6,4208.41875,4119.54625,4205.00625,4202.76625,4196.5275,4123.88375,4101.56875,4036.99125
"W104",1040.1925,1043.82,1038.08625,1033.29,1036.74125,1031.12625,1037.1425,1038.1875,1035.89,1040.065,1039.25,1038.615,1044.7475
"W105",9166.02875,9151.42125,9168.68,9255.09625,9199.07625,9233.97875,9234.045,9250.84375,9301.3125,9331.3925,9332.42125,9266.3375,9332.89875
"W106",2157.935,2146.91875,2147.6725,2148,2175.3775,2166.79125,2165.86875,2162.75375,2169.77875,2175.325,2165.78625,2182.01125,2187.34875
"W107",23806.825,23738.9375,23824.15,23807.5375,23919.075,23925.5875,23998.625,24109.875,24273.9875,24349.7125,24339.675,24389.575,24538.8625
"W108",16220.9625,16243.1,16126.375,16233.225,16284.1875,16350.075,16232.9125,16365.0875,16337.875,16430.65,16307.375,16218.1625,16053.3875
"W109",14380.275,14521.075,14376.075,14483.6875,14473.7125,14524.1875,14518.4375,14522.25,14531.525,14596.9,14495.075,14432.5125,14367.7125
"W110",7283.8925,7238.2025,7151.4375,7223.46,7277.8,7341.39,7432.16875,7452.46,7482.65375,7584.68375,7620.14875,7644.08125,7622.62
"W111",1069.10875,1067.07125,1071.93375,1060.79375,1074.8775,1071.6975,1069.91,1071.54,1077.02375,1075.43125,1079.82875,1070.9825,1060.43375
"W112",9443.825,9516.93875,9484.3225,9548.43,9483.5375,9538.2075,9511.12875,9608.9275,9578.4275,9558.92125,9691.81625,9872.3625,9878.63
"W113",744.37925,763.025625,729.75025,744.58425,775.721,782.96,715.0225,722.431,726.685625,743.555,737.86375,752.051875,756.18325
"W114",10494.0125,10528.4625,10691.875,10668.2375,10642.1875,10666.825,10607.5875,10528.725,10548.7125,10509.1125,10544.8625,10781.8,10854.925
"W115",11314.75,11255.7125,11331.2625,11369.525,11428.4375,11500.85,11359.0625,11331.1,11319.9625,11393.275,11424.5,11596.575,11599.75
"W116",14541.3375,15095.25,14298.6875,14773.5875,15100.1375,15507.2125,14887.875,15363.3125,15378.225,15885.25,15490.65,15201.4625,15140.0625
"W117",7048.055,7034.45875,7023.8325,7060.47125,7053.5925,7083.57375,7055.4025,7110.9,7152.58,7206.4625,7294.50625,7414.03,7411.7675
"W118",1730.545,1725.93625,1735.5825,1743.40375,1757.55875,1756.34125,1741.49875,1745.5475,1749.59,1752.52,1752.59375,1759.215,1765.5275
"W119",991.267875,983.835875,972.65375,989.30225,1000.02975,997.290125,1028.90375,1033.73875,1000.5635,998.143125,977.747875,954.550125,961.367625
"W120",840.57525,832.67125,825.94675,807.508,842.5365,841.28325,860.831125,859.099625,840.437625,850.626375,828.527375,805.36,834.278625
"W121",10429.6625,10442.8625,10364.9,10418.4375,10488.975,10554.625,10464.975,10588.325,10573.8875,10600.9625,10608.075,10669,10717.5125
"W122",372.618375,380.59525,370.506,376.62125,370.50325,388.0035,354.1505,358.82725,357.961875,365.27625,365.239,365.472875,358.646375
"W123",478.913125,489.11325,480.39225,487.847875,482.363,501.041375,461.10175,465.0525,465.16125,475.159125,476.668875,474.097375,472.370375
"W124",8511.17,8591.9375,8513.535,8518.955,8610.11875,8614.1475,8759.77125,8816.33125,8828.565,8857.46,8839.37375,8895.39,8993.50625
"W125",10796.425,10843.1375,10833.725,10824.5875,10806.3,10947.9125,10844,10785.2375,10860.475,10935.275,10947.4875,11025.8625,11014.4125
"W126",9573.535,9611.795,9505.44875,9579.93125,9664.2225,9695.6175,9605.71875,9646.80125,9683.98625,9724.215,9755.19875,9748.41,9868.4875
"W127",10831.2,10920.225,10888.1375,10966.4375,10842.9625,10807.8375,10896.85,11024.6125,11021.5875,10971.15,11132.525,11394.5625,11479.025
"W128",3642.4725,3682.4,3553.4975,3593.43,3623.92,3706.15625,3641.4575,3661.55625,3711.115,3690.105,3602.30625,3570.165,3556.20625
"W129",1023.6925,1024.86125,1021.6225,1023.07875,1026.3725,1026.9375,1031.4075,1036.2775,1029.50125,1028.37,1025.8825,1030.59125,1032.98625
"W130",8154.11875,8149.86875,8191.4825,8233.72625,8250.4125,8264.57,8267.46375,8307.285,8314.9675,8312.7625,8301.34125,8315.03,8325.2875
"W131",2153.415,2156.3225,2150.15125,2154.12,2177.81,2172.61875,2164.78125,2169.25375,2174.94625,2165.69375,2166.4275,2160.75875,2169.08875
"W132",22589.65,22596.7,22549.8125,22660.8375,22805.775,22804.7125,22975.2125,22850.9625,22941.525,23114.675,23117.8375,22992.8125,22953.05
"W133",13819.925,13938.2125,13841.15,13845.225,14010.025,14072.225,13976.1125,14021.25,14014.15,14170.025,14172.2,14133.225,14189.8
"W134",12094.85,12221.6375,12072.35,12121.975,12171.7375,12279.8125,12239.8625,12257.575,12320.5125,12344.375,12402.05,12421.4375,12423.4125
"W135",6070.97875,6053.6125,6025.18,6020.13,6095.055,6139.6775,6219.95125,6220.86125,6247.84,6300.45125,6346.94,6385.52625,6369.2325
"W136",6386.21375,6429.55375,6450.69,6380.71125,6354.89625,6410.89125,6465.13375,6481.31625,6536.79,6544.68,6600.61625,6572.9125,6531.15375
"W137",7029.97125,7094.4475,7082.54125,7096.4225,7073.67125,7072.98,7109.7025,7097.235,7094.08375,7119.3175,7185.79875,7302.19875,7299.71
"W138",364.234375,379.114375,360.388375,368.723125,399.86875,397.395375,347.068125,350.73775,356.751375,362.807125,357.431375,371.784875,362.956125
"W139",7930.425,7923.52125,7991.8075,7994.0675,8031.55625,8053.37,8013.0275,7970.3225,7937.7775,8027.49375,8003.37375,8095.625,8075.92375
"W140",8262.71375,8339.4525,8396.09625,8406.3275,8438.39875,8440.0875,8374.08875,8366.1925,8318.1275,8349.70125,8334.7825,8484.12,8419.82
"W141",10864.875,11299.95,10672.575,11108.05,11253.1375,11515.8375,11059.65,11424.8875,11471.7625,11805.475,11497.975,11375.4625,11592.6375
"W142",5372.545,5376.2025,5387.56125,5419.3025,5400.255,5416.63375,5415.23625,5440.955,5509.45,5498.805,5580.6975,5675.24875,5678.8425
"W143",11331.55,11269.1,11245.5,11325.1125,11548.375,11494.9,11415.7125,11423.6625,11487.75,11469.1125,11435.425,11454.75,11524.325
"W144",971.921625,975.215625,957.90675,974.79375,988.988125,993.19475,1016.8825,1025.13125,999.666625,997.611,988.426625,963.032875,970.167625
"W145",8113.21,8166.28,8114.9225,8064.93,8288.315,8375.5275,8501.85125,8605.3025,8402.2175,8486.93625,8305.73625,8078.95125,8348.315
"W146",6715.36375,6743.955,6669.48,6728.84625,6794.8225,6802.69,6754.64375,6799.06375,6854.635,6862.09375,6867.68125,6902.6475,6947.49375
"W147",128.266375,126.066625,125.562125,126.087,112.5415,116.658625,103.6425,109.49075,106.163875,109.41525,115.315875,118.7995,118.119125
"W148",228.225625,222.79025,224.218625,224.984875,209.318625,212.442875,193.421125,202.89925,197.258125,201.174375,209.427875,212.922875,221.279125
"W149",4440.9475,4476.83375,4442.29875,4463.8925,4513.2375,4514.20625,4634.69625,4749.44,4792.13875,4786.49,4763.6775,4860.7075,4934.16375
"W150",8044.29,8059.9225,7990.88875,7988.38375,8046.75875,8113.41,8090.21875,8050.50875,8025.83,8092.1375,8101.41625,8178.7625,8154.79875
"W151",6279.73375,6330.47875,6221.27375,6310.04375,6357.28875,6379.305,6326.12,6356.53125,6402.4825,6424.4825,6416.945,6431.4725,6481.1975
"W152",8444.89625,8482.33875,8416.2225,8485.6375,8362.0475,8403.0925,8418.7175,8461.4725,8529.75,8535.51875,8643.245,8730.035,8735.8375
"W153",2967.93375,2997.0175,2891.7225,2957.315,2950.97125,3004.9725,2956.73125,2975.8375,3006.98,2985.00125,2918.53,2891.665,2860.6375
"W154",8728.33,8766.44625,8723.4425,8699.73125,8748.48875,8759.17625,8819.2125,8838.64125,8780.33375,8776.59,8794.08375,8835.6675,8786.0675
"W155",4535.06375,4575.51125,4594.75875,4654.94,4641.47375,4650.5175,4642.5125,4677.45,4661.1775,4652.66625,4703.365,4716.2475,4688.16875
"W156",5441.09125,5470.69125,5478.4625,5495.89,5478.89625,5501.81,5504.9875,5552.6975,5532.32375,5531.9175,5567.50875,5577.7475,5591.2975
"W157",1426.00125,1406.20125,1404.975,1425.5625,1438.00625,1440.8525,1433.88625,1425.16875,1430.63625,1428.8025,1434.35,1433.3725,1429.5
"W158",16456.8625,16546.5625,16555.35,16575.1,16708.6625,16698.4875,16849.525,16843.8375,16856.7875,16799.075,16754.55,16889.4875,16974.775
"W159",9164.96375,9298.42125,9163.86375,9242.11,9225.69875,9338.87375,9291.065,9356.4725,9381.505,9414.4275,9480.81375,9444.79,9491.1775
"W160",7990.21375,8042.7125,7956.74,8059.39875,8077.235,8142.4575,8057.97625,8129.01375,8164.78125,8203.27125,8226.66,8204.26625,8261.4525
"W161",12037.2,12154.475,12167.275,12284.0375,12302.3625,12242.1625,12304.4125,12275.2,12318.3,12235.0125,12238.7875,12185.5125,12288.9875
"W162",4379.79125,4355.7275,4312.19375,4338.0275,4387.17375,4421.86375,4515.0125,4495.8225,4522.16625,4549.1975,4582.33,4621.70625,4579.29
"W163",3772.93875,3761.62375,3761.47625,3741.4975,3799.3725,3795.91875,3783.20125,3782.09625,3805.0975,3815.47625,3811.675,3802.09625,3771.61625
"W164",24374.1125,24489.1125,24280.975,24473.7625,24427.0375,24370.8625,24259.225,24604.0875,24718.125,24525.6875,25006.7625,25405.9875,25602.45
"W165",3764.99375,3793.285,3715.05,3716.4275,3748.7875,3796.62875,3667.065,3708.7825,3677.4775,3739.73,3753.48625,3822.25625,3934.98625
"W166",2620.9425,2619.3225,2619.27125,2608.415,2581.33375,2589.01375,2574.7275,2597.41625,2588.985,2574.595,2614.65375,2670.45125,2728.9425
"W167",2982.40125,2997.16,2991.29375,2971.90125,2945.39375,2962.85125,2938.48875,2938.50125,2953.12125,2965.165,2983.48875,3047.28625,3111.435
"W168",3769.22125,3849.24625,3690.6875,3729.9875,3944.5875,4067.19125,3886.9475,3967.03125,4004.3075,4075.92125,3946.57125,3833.67125,3729.56625
"W169",1649.7225,1655.74,1661.06375,1668.8575,1655.305,1663.0475,1638.455,1649.13625,1660.055,1682.78375,1705.5775,1737.06375,1755.44125
"W170",3584.73875,3598.32375,3594.4,3616.4675,3603.43625,3610.87875,3599.16625,3605.06375,3606.81375,3632.95125,3683.9,3705.9825,3700.29375
"W171",6027.82625,5987.24375,6023.36375,6086.59625,6077.585,6049.07875,6036.22625,6037.75375,6086.81375,6094.16125,6071.22,6079.27875,6144.14125
"W172",3681.7025,3679.51375,3649.43,3669.17375,3703.875,3719.3575,3695.75125,3687.7,3726.56,3753.85625,3764.29,3748.0375,3726.83125
"W173",3418.855,3526.86125,3491.005,3554.9375,3502.7825,3630.8575,3655.76375,3612.24375,3553.36375,3522.11375,3435.065,3481.44125,3417.69
"W174",2797.9225,2799.32375,2794.62375,2804.3025,2795.21625,2809.04125,2794.8275,2801.08875,2793.695,2804.42125,2811.20125,2813.5175,2822.75625
"W175",3261.38,3268.75875,3273.04625,3275.91,3297.6275,3327.19625,3304.3925,3303.34375,3329.6275,3352.15875,3340.0225,3338.80125,3344.8025
"W176",2401.04625,2409.7225,2461.85875,2473.89625,2435.28875,2417.2075,2491.7575,2504.87375,2498.5575,2436.66125,2489.0325,2580.33375,2683.375
"W177",6650.46125,6650.4975,6683.835,6666.065,6792.09125,6867.82,6864.44125,6941.98375,6937.6825,7042.7375,6872.81,6788.33375,6706.87
"W178",1478.20375,1472.0075,1473.3325,1485.72,1491.475,1491.01,1491.61125,1500.06125,1501.24375,1494.865,1498.55625,1494.49125,1477.65375
"W179",2701.565,2720.51,2737.88125,2736.14,2728.035,2749.96625,2753.3375,2754.91,2734.37,2740.1675,2738.85,2748.51125,2755.12375
"W180",7284.54875,7226.99375,7200.0825,7256.805,7296.59875,7292.6575,7258.85125,7270.62875,7320.99875,7299.41125,7293.41,7324.01,7368.29
