"id","V2","V3","V4","V5","V6","V7","V8","V9"
"Q49",8912.73,9134.8225,9043.2925,9008.6325,9017.67,9251.6325,9180.4175,9141.9425
"Q50",9274.3775,9592.4125,9397.345,9416.8475,9386.42,9712.6275,9547.9625,9538.2425
"Q51",1492.25,1520.04,1512.6025,1457.58,1515.755,1546.7175,1541.46,1480.4175
"Q52",5797.9775,5844.465,5856.0675,5863.8725,5862.635,5905.13,5928.54,5935.5475
"Q53",2660.6725,2661.83,2706.4525,2658.865,2711.36,2710.995,2749.3625,2703.22
"Q54",1654.865,1651.49,1663.225,1675.1425,1676.6175,1672.9975,1684.5275,1695.765
"Q55",6896.1675,6978.345,6928.795,6983.895,6986.615,7058.935,7014.155,7074.0525
"Q56",3015.1325,3008.2725,3074.6425,3004.5975,3075.1975,3062.7925,3123.83,3051.655
"Q57",1481.7675,1492.0275,1485.375,1483.6875,1500.0925,1511.4125,1506.3275,1505.4225
"Q58",7344.72,7382.115,7401.6075,7402.28,7468.685,7494.535,7494.03,7485.315
"Q59",9526.2875,9619.46,9694.505,9590.0925,9711.6625,9780.22,9812.535,9708.0325
"Q60",1394.99,1408.6575,1428.035,1426.4925,1424.215,1435.7025,1450.855,1450.1225
"Q61",2818.075,2812.8925,2857.2675,2873.28,2866.635,2857.7425,2899.0025,2921.005
"Q62",2122.035,2145.865,2197.385,2229.0075,2228.1,2244.66,2272.575,2295.345
"Q63",2938.7325,2974.3425,3007.7975,3089.385,3052.44,3066.4825,3115.3025,3182.8375
"Q64",3225.0675,3176.5875,3231.54,3257.57,3275.5225,3221.7875,3276.825,3313.3175
"Q65",4601.585,4581.33,4723.9625,4846.3275,4878.23,4911.235,5062.105,5177.265
"Q66",6263.2625,6344.525,6476.095,6600.78,6594.66,6695.175,6791.665,6891.15
"Q67",11033.825,11229.825,11332.2,11598.825,11545.55,11618.025,11665.075,11873.475
"Q68",3224.165,3262.725,3321.805,3334.4225,3366.3175,3405.245,3447.9975,3441.6225
"Q69",1098.2,1109.2075,1114.825,1108.285,1110.0175,1124.3225,1129.345,1124.8675
"Q70",10686.75,10727.85,10762.65,10773.75,10764.25,10800.45,10830.5,10855.625
"Q71",4971.3625,4974.1025,4918.725,4985.1975,5016.7925,5057.805,5023.9625,5121.3525
"Q72",4007.2175,4002.4675,3928.175,4036.895,4159.955,4158.0175,4072.91,4175.3325
"Q73",5243.59,5252.1975,5287.535,5326.3675,5335.4275,5346.64,5380.04,5425.2925
"Q74",3070.2975,3077.4775,3102.3825,3137.4825,3123.5625,3125.2775,3146.52,3186.83
"Q75",1606.6125,1607.89,1618.1025,1625.495,1622.5025,1623.735,1634.8,1645.0525
"Q76",13559.425,13534.625,13609.125,13660.325,13642.2,13623.25,13708.75,13776.575
"Q77",17699.3,17772.375,17934.375,18065.45,18031.45,18112.25,18290.725,18460.15
"Q78",17314.575,17392.275,17545.075,17681.25,17663.175,17735.175,17901.75,18072.45
"Q79",1686.87,1669.705,1678.1825,1668.5125,1670.4325,1654.4975,1664.16,1658.08
"Q80",6788.665,6800.71,6798.19,6779.56,6780.66,6802.46,6796.2,6785.4425
"Q81",4520.8825,4525.6075,4521.1125,4513.855,4515.44,4524.4225,4517.735,4516.01
"Q82",2201.355,2195.835,2197.9075,2193.565,2205.6825,2205.1625,2207.8275,2202.96
"Q83",3449.75,3405.1375,3460.4775,3548.565,3519.17,3481.99,3527.7375,3619.295
"Q84",12294.7,12246.175,12326.875,12388.525,12366.45,12357.1,12439.1,12542.825
"Q85",33561.025,34093.275,34595.875,34567.825,34638.925,35108.3,35526.325,35241.275
"Q86",1103.3,1105.8,1113.11,1124.1375,1116.9275,1120.535,1127.8125,1140.35
"Q87",2372.0575,2380.86,2392.355,2401.27,2397.96,2408.08,2419.965,2431.5225
"Q88",3806.2425,3774.2725,3820.7625,3928.6075,3858.5075,3842.185,3889.5925,4006.4525
"Q89",8305.9625,8220.7625,8285.6175,8495.075,8364.1225,8308.11,8410.0875,8648.7225
"Q90",8870.3125,8408.9025,8419.8275,8743.455,9033.2175,8501.7625,8536.9,8884.7125
"Q91",1081.4725,1083.3675,1087.24,1091.0475,1092.94,1096.24,1099.74,1105.225
"Q92",7250.97,7314.6575,7348.175,7354.1325,7360.25,7423.6975,7449.4525,7458.975
"Q93",1570.65,1581.2725,1589.04,1595.42,1592.0925,1602.45,1610.4375,1617.335
"Q94",4038.14,4052.355,4116.855,4116,4132.5,4149.5,4220.3425,4224.11
"Q95",5984.5525,6005.3675,6076.6575,6083.7025,6100.29,6124.93,6203.435,6221.1475
"Q96",9147.5925,9189.8425,9214.01,9216.8025,9321.86,9357.285,9359.33,9345.3425
"Q97",21198.6,21359.15,21480.9,21560.75,21556,21723.35,21851.725,21940.85
"Q98",2441.73,2384.9025,2413.325,2419.545,2435.98,2390.03,2421.7475,2435.73
"Q99",1482.21,1457.62,1487.3175,1489.1225,1490.7775,1480.2175,1519.905,1532.9525
"Q100",6885.4425,6782.89,6839.3925,6911.1125,6890.755,6804.375,6856.385,6945.685
"Q101",4278.96,4322.8025,4329.6625,4323.26,4322.9225,4377.7825,4394.845,4404.71
"Q102",2256.7725,2233.925,2269.8925,2271.9725,2243.515,2227.8875,2268.34,2272.325
"Q103",2290.81,2286.615,2291.5825,2300.7475,2296.1775,2297.65,2302.96,2313.5025
"Q104",6059.775,6023.56,6058.43,6122.31,6090.8075,6076.1025,6104.905,6189.6875
"Q105",1827.305,1836.1675,1846.22,1857.855,1859.8275,1869.805,1881.385,1894.0775
"Q106",3690.515,3729.0525,3769.8575,3839.5025,3868.0425,3910.025,3946.6725,4017.21
"Q107",6251.875,6265.6875,6297.015,6346.22,6367.9125,6402.005,6447.42,6504.0725
"Q108",2320.1425,2314.355,2330.78,2340.1175,2339.965,2336.3875,2353.9625,2363.44
"Q109",3105.0025,3119.18,3134.54,3156.0275,3148.3375,3164.84,3181.7225,3205.5925
"Q110",2338.1575,2332.22,2338.6,2349.3175,2352.7375,2348.0925,2360.01,2376.92
"Q111",5657.38,5634.94,5662.48,5740.5325,5680.025,5671.35,5709.0525,5811
"Q112",3906.96,3906.5775,3928.0025,3954.88,3945.53,3946.97,3969.3125,3997.305
"Q113",3381.1725,3421.335,3436.505,3438.2925,3422.7575,3473.6675,3497.33,3507.77
"Q114",3249.0675,3241.9875,3273.1225,3279.665,3260.2425,3257.675,3291.1675,3299.5525
"Q115",1415.72,1469.58,1454.1275,1483.0475,1465.5125,1521.41,1503.1075,1533.14
"Q116",2414.9375,2388.09,2419.75,2420.165,2393.3,2373.925,2411.8425,2417.26
"Q117",1533.9,1479.49,1536.57,1675.8125,1540.16,1479.6725,1562.52,1716.15
"Q118",4057.8225,4087.605,4095.3375,4134.8175,4125.9275,4157.5925,4164.3875,4207.6725
"Q119",3249.56,3268.0875,3283.0975,3312.1175,3321.7175,3341.49,3356.7975,3388.725
"Q120",1435.7725,1463.525,1486.99,1488.1975,1457.8,1487.2,1516.1325,1520.33
"Q121",1686.1225,1704.7225,1707.7025,1710.755,1702.6925,1721.425,1724.625,1728.145
"Q122",3325.145,3329.44,3321.84,3321.76,3310.785,3314.1425,3310.325,3311.1275
"Q123",1770.1975,1773.805,1787.8175,1799.79,1794.545,1798.235,1813.895,1829.61
"Q124",10335.7,10436.15,10465.325,10490.625,10453.575,10550.775,10583.625,10612.525
"Q125",1428.64,1431.0075,1421.685,1445.88,1447.965,1442.91,1443.445,1464.6
"Q126",5951.7375,5901.2775,5844.8525,5877.9625,5872.3375,5820.1025,5752.71,5775.6325
"Q127",1217.685,1225.315,1233.755,1242.0775,1242.4675,1249.7425,1257.6,1265.915
"Q128",1073.63,1076.83,1081.6525,1083.7225,1082.3575,1085.9075,1091.1725,1094.1425
"Q129",1129.3075,1134.2725,1138.9575,1142.9025,1141.975,1145.8975,1151.3775,1154.5075
"Q130",7947.285,7992.0825,7949.385,8057.74,8074.77,8106.22,8067.8975,8154.8075
"Q131",3335.3975,3372.3475,3373.505,3386.99,3398.91,3433.2375,3418.7975,3442.07
"Q132",3327.7075,3382.69,3363.2075,3382.985,3383.7625,3435.0825,3403.955,3431.65
"Q133",9994.1625,10077.175,10058.085,10135.675,10090.6025,10175.59,10179.825,10261.9
"Q134",1118.855,1127.9875,1122.265,1121.7425,1118.6475,1128.005,1123.09,1122.79
"Q135",2810.155,2822.575,2856.5425,2853.2275,2859.43,2881.805,2901.88,2901.765
"Q136",1054.14,1050.34,1047.6625,1059.43,1056.7825,1051.8925,1047.965,1057.8825
"Q137",10439.375,10508.525,10477.325,10564.575,10536.95,10598.825,10567.45,10663.025
"Q138",6317.1575,6371.11,6415.22,6455.605,6445.2225,6493.5725,6535.0575,6586.8875
"Q139",9421.53,9458.4875,9477.99,9505.8975,9512.14,9550.8525,9583.1575,9630.9075
"Q140",7583.43,7642.1875,7695.7,7745.1925,7738.73,7793.745,7848.3425,7906.6325
"Q141",12058.325,12072.25,12166.125,12196.475,12210.175,12243.125,12336.05,12388.925
"Q142",5931.735,6015.02,6023.2225,6103.1375,6102.8775,6182.085,6188.7275,6264.5825
"Q143",17865.55,17768.875,18339.4,18408.65,18298.4,18080.025,18545.175,18526.35
"Q144",12502.075,12763.55,12831.625,12800.775,13009.35,13364.225,13452.275,13399.6
"Q145",11665.25,11761.8,11842.775,11872.425,11843.25,11953.8,12038.275,12086.15
"Q146",10545.125,10717.15,10566.875,10706.4,10814.8,10992.45,10835.7,10963.3
"Q147",19255.6,19497.925,19750.525,19748.5,19672.55,19889.25,20133.15,20207.8
"Q148",4252.7225,4186.34,4392.3625,4310.765,4511.34,4410.1525,4607.4975,4519.5
"Q149",5769.5725,5579.895,6016.2625,6136.9,6208.9575,5985.29,6431.8025,6588.2775
"Q150",6081.815,5875.195,6346.2775,6534.6575,6521.57,6266.8025,6706.045,6863.1625
"Q151",4501.915,4121.715,4340.845,4352.885,4598.1425,4210.3575,4437.375,4452.7825
"Q152",6048.8575,5972.4275,6006.7775,6031.56,6028.37,5974.1375,6042.8075,6098.95
"Q153",1931.0175,1900.065,2034.4875,2028.81,2055.2975,2034.495,2189.4575,2166.375
"Q154",2339.8675,2334.005,2432.9125,2360.2125,2373.6075,2361.69,2469.8125,2397.63
"Q155",7711.8275,7984.8725,7969.5975,7779.625,7829.7175,8137.3675,8128.32,7929.6275
"Q156",976.46025,977.56875,1133.455,1183.3525,995.925,992.9775,1149.2025,1199.4625
"Q157",2462.915,2575.8,2644.4325,2548.2725,2536.405,2644.9725,2686.82,2579.375
"Q158",1249.5325,1200.12,1236.0925,1256.5275,1295.5825,1247.66,1280.88,1306.0875
"Q159",7730.97,6726.8175,7113.215,6772.7875,7852.0275,6829.835,7234.4225,6889.69
"Q160",1521.985,1419.8875,1483.2125,1403.1775,1542.3525,1436.2375,1498.21,1426.25
"Q161",1211.14,1216,1222.38,1227.7525,1225.6,1230.4225,1237.1975,1243.9875
"Q162",1216.12,1221.35,1227.3325,1233.285,1230.7025,1236.1125,1242.0925,1248.885
"Q163",1184.0925,1180.715,1194.5475,1199.8325,1197.355,1194.0725,1208.62,1214.9875
"Q164",1220.53,1226.755,1235.405,1239.6475,1238.2325,1244.3875,1252.5525,1257.405
"Q165",1226.19,1233.7325,1241.8375,1245.485,1243.5575,1250.795,1259.5525,1263.9575
"Q166",1227.28,1231.03,1240.3925,1243.49,1242.1325,1247.3375,1255.9825,1260.71
"Q167",1201.71,1208.8225,1216.0675,1217.755,1215.9225,1223.8925,1231.4175,1235.27
"Q168",1237.375,1245.9375,1255.7725,1260.95,1256.3625,1265.7325,1276.835,1283.6525
"Q169",1237.5525,1248.16,1254.5825,1260.36,1255.66,1266.83,1273.6475,1281.3075
"Q170",1237.315,1238.4875,1241.8725,1255.455,1253.565,1254.405,1258.5975,1272.775
"Q171",1268.0725,1270,1282.5725,1290.0425,1286.215,1289.22,1302.73,1312.5625
"Q172",1203.965,1208.63,1215.97,1219.78,1217.6125,1222.17,1229.8325,1233.725
"Q173",1191.7925,1194.9925,1199.3,1203.9475,1206.3625,1209.0125,1211.9,1216.2025
"Q174",1191.415,1196.535,1202.425,1206.3775,1204.8475,1210.385,1217.3225,1222.2425
"Q175",1221.71,1227.7225,1234.8725,1238.34,1238.3425,1243.4075,1249.7875,1253.875
"Q176",1230.755,1238.79,1249.7475,1254.105,1250.2775,1257.7725,1268.75,1273.165
"Q177",1217.9575,1224.225,1228.8975,1235.2875,1232.73,1239.9325,1245.95,1254.3375
"Q178",1188.255,1195.2,1198.3275,1203.025,1201.1725,1209.475,1213.905,1218.99
"Q179",1201.9525,1211.5075,1217.9875,1220.755,1214.7725,1225.4525,1233.37,1236.6
"Q180",1284.415,1295.6175,1306.725,1310.225,1305.8975,1317.5475,1330.0875,1334.245
"Q181",1215.8175,1224.11,1235.88,1236.555,1233.27,1240.5175,1252.4925,1251.825
"Q182",1220.525,1224.2975,1228.9975,1234.7025,1235.7275,1239.9775,1244.4475,1251.2425
"Q183",1226.575,1226.25,1227.915,1240.2875,1239.3975,1240.1925,1241.525,1255.1375
"Q184",1225.4375,1229.285,1233.8625,1239.27,1241.0525,1245.775,1251.08,1257.3825
"Q185",1175.5575,1179.15,1182.5175,1186.6075,1188.2175,1192.1725,1196.0875,1200.95
"Q186",1219.135,1224.05,1231.6975,1235.73,1234.955,1239.875,1247.385,1252.9075
"Q187",1231.72,1238.01,1244.7875,1249.15,1245.9975,1253.0825,1261.1125,1266.3175
"Q188",1208.32,1211.5225,1221.075,1226.0225,1224.4125,1226.9,1237.5375,1243.1
"Q189",1231.8175,1242.8275,1250.3075,1252.42,1249.24,1260.3075,1268.51,1271.7375
"Q190",1261.51,1268.595,1271.245,1283.58,1282.6325,1290.695,1293.87,1307.8125
"Q191",1231.2625,1233.195,1235.295,1248.81,1246.655,1249.9675,1251.42,1265.2725
"Q192",1226.4025,1229.5125,1230.4975,1244.895,1242.93,1247.545,1248.48,1263.4
"Q193",1251.1225,1256,1260.34,1267.095,1267.3275,1272.0225,1276.0725,1283.3075
"Q194",1192.395,1194.7875,1197.0325,1206.275,1205.5025,1208.76,1211.2475,1221.1175
"Q195",1186.2425,1187.4025,1189.045,1199.2075,1198.8825,1200.41,1201.775,1213.06
"Q196",1180.2375,1181.555,1182.9025,1193.5625,1192.56,1194.935,1196.6175,1208.0825
"Q197",1352.6025,1361.44,1365.21,1383.3525,1379.8325,1389.6125,1393.0225,1412.79
"Q198",1724.3375,1739.8425,1722.05,1748.73,1724.805,1740.885,1726.9375,1757.7075
"Q199",1691.92,1691.5175,1694.29,1705.57,1701.04,1702.82,1710.0225,1723.33
"Q200",1600.725,1600.255,1620.3175,1641.7775,1647.28,1645.015,1664.0775,1687.0125
"Q201",1685.255,1685.785,1690.1525,1699.79,1705.685,1706.165,1710.19,1721.94
"Q202",2409.765,2423.295,2424.2075,2441.7725,2456.2925,2470.3225,2484.12,2506.475
"Q203",1198.01,1224.0125,1243.19,1214.665,1115.3,1173.3175,1242.315,1241.8375
"Q204",4789.55,4244.1425,4595.485,4721.2325,4600.6025,4112.0675,4565.325,4758.98
"Q205",1542.8025,1621.715,1703.98,1684.72,1716.1575,1749.2425,1782.4375,1767.8025
"Q206",18561.775,18723.675,18894.175,19113.375,19407.7,19548.4,19750.825,19968.9
"Q207",12130.975,12816.55,11960.25,12943.9,13255.675,13967,13169.625,13988.625
"Q208",11727.175,12790.2,8211.66,11190,12487.6,13208.475,8305.32,11747.625
"Q209",2606.83,2350.7,2716.525,2299.175,2380.1375,2258.8225,2691,2341.7425
"Q210",7777.465,5709.1025,5031.8725,5836.5775,7313.5425,5575.01,5059.9575,5979.975
"Q211",1343.7525,1033.2585,1500.905,1063.885,1421.6575,1105.0075,1567.6575,1102.0375
"Q212",9885.61,9883.5625,9612.9,9853.69,9846.22,9972.96,9787.155,10145.375
"Q213",13860.075,14857.6,15291.375,16004.4,14671.2,15734.8,16154.525,16845.05
"Q214",7057.5475,7355.6325,7353.6025,8223.065,7506.85,7838.25,7812.8625,8711.82
"Q215",7250.145,7696.1075,7459.0375,7465.355,7460.15,7931.1775,7599.365,7592.4
"Q216",10800.525,10886.775,10940.325,11018.95,11014.75,11108.5,11169.75,11258.6
"Q217",1750.4975,1856.9225,1685.85,1628.3675,1806.69,1918.1025,1689.5125,1664.8925
"Q218",10767.95,10859.9,10830.2,10910.075,10913.425,11006.6,10978.575,11067.025
"Q219",15961.35,16458.875,17087.3,18149.85,17563.2,18053.5,18687.25,19768.825
"Q220",3639.4575,3745.545,3925.2425,4085.0525,4039.6075,4148.26,4332.6875,4481.125
"Q221",11715.95,12569.775,13669.9,12986.05,11952.7,12923.125,14237.725,13652.575
"Q222",9865.635,9816.2525,9841.4275,9995.0025,10021.8675,9958.77,9945.9775,10092.0925
"Q223",11624.6,11534.75,11495.275,11719.35,11790.275,11673.125,11632.125,11862.375
"Q224",16589.775,17075.25,16919.2,17422.775,17903.5,18478.525,18358.425,18893.2
"Q225",28945.675,29759.825,29678.7,31781.175,31149.35,32023.25,32000.35,34074.975
"Q226",24847.35,25616.075,26585.575,27543.3,27822.375,28624,29502.1,30289.25
"Q227",16693.975,17150.875,17040.5,17491.25,18023.25,18571.35,18448.575,18936.275
"Q228",4975.41,5162.215,5136.035,4880.3875,5099.835,5346.1775,5352.0925,5080.0775
"Q229",10821.475,10847.65,10791.45,10945.85,10993.4,11017.75,10955.25,11117.05
"Q230",11381.25,11463.925,11514.75,11679.875,11744.45,11833.275,11896.45,12109.275
"Q231",8244.3625,8251.885,8136.135,8102.64,8289.835,8254.2625,8123.4375,8050.7125
"Q232",11442.9,11250.525,11536.025,11601.975,11760.95,11537.275,11831.6,11951.125
"Q233",13033.45,13272.475,13683.75,13628.375,13464.225,13689.325,14135.975,14040.1
"Q234",6410.78,5847.0175,5863.6425,5837.1375,6480.0375,5873.655,5848.4075,5824.5475
"Q235",7892.665,7495.6825,7385.5725,7301.9025,7889.87,7641.7175,7613.97,7620.5525
"Q236",12518.575,12959.5,12726,12833.05,12427.425,13086.775,13014.225,13286.85
"Q237",2487.62,2462.91,2445.45,2456.81,2503.415,2496.695,2482.945,2506.425
"Q238",10748.725,10819.35,10818.4,10905.625,10957.925,11029.025,11028.1,11120.85
"Q239",11195.775,11227,11200,11212.725,11404.2,11421.425,11414.3,11455.45
"Q240",8420.225,8381.0425,8363.7475,8598.4075,8952.63,8869.9425,8853.3525,9115.435
"Q241",1587.075,1513.4725,1495.56,1624.3925,1668.015,1588.99,1559.4825,1685.16
"Q242",10004.775,9907.23,9872.1675,10217.25,10618.725,10465.075,10440.15,10821.8
"Q243",9582.2475,9593.0625,9684.085,9709.1375,9639.815,9685.935,9817.5025,9867.355
"Q244",7306.675,7255.2075,7492.9725,7636.38,7545.0575,7471.0925,7743.015,7880.9025
"Q245",5732.9025,5698.51,5702.645,5607.74,5700.2925,5672.025,5704.0875,5576.1575
"Q246",2827.3575,2931.9375,2899.1125,2943.36,2897.27,3027.745,2953.5075,2984.3425
"Q247",490.5095,453.41425,442.7455,423.269,442.54975,419.771,417.12925,409.964
"Q248",1844.3375,1684.38,1722.04,1741.935,1838.275,1666.155,1702.0675,1735.6125
"Q249",3752.73,3759.555,3792.54,3830.965,3843.175,3858.905,3897.9825,3923.76
"Q250",13925.725,14142.3,13738.675,13766.7,13577.825,13776.2,13489.1,13498.775
"Q251",5500.6525,6139.9675,6624.895,6265.5725,5756.715,6512.3525,6998.07,6565.6375
"Q252",818.986,872.47875,849.79025,867.99875,828.209,881.7745,857.52975,872.5805
"Q253",24158.825,24659.975,25748.025,24969,24297.775,24891.2,26420.425,25875.825
"Q254",11134.6,11280.725,11357.425,11302.1,11368.675,11501.5,11583.675,11547.375
"Q255",1451.2375,1489.0225,1492.735,1450.34,1489.755,1521.03,1528.735,1486.1975
"Q256",12440.325,12136.075,12561.1,12154.3,12302.85,11910.15,12418.35,12059.425
"Q257",11561.95,11713.55,11600.425,11512.225,11700.925,11820.15,11689.625,11576.625
"Q258",4025.14,4028.55,4140.97,4226.1525,4300.505,4301.55,4413.79,4494.005
"Q259",1263.96,1270.0775,1288.0325,1308.8575,1302.9075,1312.1525,1329.3275,1349.0475
"Q260",11198.225,11311,11348.875,11398.075,11482.875,11584.825,11605.25,11659.2
"Q261",8236.6325,8054.7525,8216.84,8341.61,8314.6325,8156.685,8293.6175,8409.0175
"Q262",6773.305,6736.075,6980.115,6993.6475,6983.7925,6936.6525,7199.7775,7189.8175
"Q263",5005.6875,4927.2825,5128.0825,5156.9525,5106.7375,5037.2275,5256.3125,5285.67
"Q264",4349.0625,4271.355,4455.785,4473.3825,4443.7725,4362.655,4549.395,4566.025
"Q265",3455.6,3453.68,3456.7875,3450.49,3444.56,3445.28,3455.8175,3457.0275
"Q266",2264.4675,2310.4725,2333.885,2391.8,2387.0225,2455.455,2470.7875,2558.2525
"Q267",10003.3775,9491.8725,9525.365,9808.2325,10126.75,9633.01,9651.74,9904.06
"Q268",15445.525,15859.325,16214.975,16050.225,15831.35,16210.475,16591.075,16376.2
"Q269",6227.61,6463.13,6472.6525,6615.8575,6343.7475,6585.3075,6618.1175,6742.4825
"Q270",2281.695,2285.3225,2350.95,2389.01,2375.5425,2378.1975,2447.945,2486.97
"Q271",2023.9625,2036.88,2088.6625,2131.97,2105.9825,2119.05,2173.19,2218.7275
"Q272",3081.8525,3148.5,3114.6625,3174.4525,3226.505,3274.3425,3232.155,3283.04
"Q273",1819.71,1847.215,1850.63,1881.865,1877.3325,1900.8525,1887.105,1928.54
"Q274",4448.6575,4553.295,4499.52,4598.4425,4629.9425,4712.9475,4636.615,4757.17
"Q275",12247.3,12216.975,12468.725,12541.225,12682.05,12601.15,12915.425,13039.9
"Q276",8050.015,7981.0675,8221.17,8131.425,8039.6925,8003.62,8268.335,8178.1375
"Q277",3381.8775,3328.605,3381.81,3329.98,3506.705,3422.9825,3475.1425,3403.27
"Q278",7297.99,7306.81,7279.115,7242.5675,7247.545,7282.7725,7296.935,7305.9175
"Q279",7303.55,7392.515,7438.9475,7466.405,7529.5225,7619.8825,7672.245,7700.995
"Q280",2168.2525,2161.3975,2213.145,2248.24,2227.82,2219.8975,2271.1075,2307.1725
"Q281",10446.275,10460,10398.525,10684.575,11089.925,11028.225,10979.8,11285.85
"Q282",3205.895,3185.655,3250.7125,3311.71,3320.035,3304.8975,3359.2075,3418.9075
"Q283",11865.65,12148,12376.775,12451.625,12340.65,12585.65,12837.6,12888.025
"Q284",10420.475,10396.05,10781.475,10784.025,11074.2,10988.225,11419.25,11451.125
"Q285",15621.625,15230.675,15170.55,14847.85,14747.6,14437.75,14774.025,14484.55
"Q286",10051.2375,9950.1725,9906.5625,10312.275,10713.925,10538.95,10462.725,10870.325
"Q287",9001.8725,8893.325,9033.3125,8694.2175,8988.9625,8895.6925,9071.1925,8626.88
"Q288",25826.6,26615.35,26899.3,27317.95,26682.95,27505.5,27843.025,28263.95
"Q289",7144.9075,7206.2475,7351.3475,7801.8475,7485.41,7563.96,7712.3475,8156.51
