"id","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49"
"H13",577.517875,559.586625,503.573125,475.009375,456.791375,457.443,479.201875,522.523875,558.530625,598.36,635.73275,688.2315,739.790375,698.679875,721.3085,744.441625,770.015875,872.318375,780.54875,770.971625,748.495875,739.714375,711.49375,661.245625,600.99525,575.72775,511.6155,478.257875,455.8965,458.4875,478.457125,520.6965,553.92425,591.219125,628.94975,680.002375,722.60725,680.54775,707.524125,745.474,774.06475,866.93375,774.48525,750.58675,717.742375,698.87375,671.68575,634.859625
"H14",201.371125,197.095625,178.514375,164.4865,154.14,148.204375,147.2995,144.58575,145.30625,150.47225,159.710375,166.770875,171.07625,178.56225,181.50725,191.398,197.638125,204.205125,208.509125,212.914625,212.8885,213.12,209.666625,202.643125,197.600375,190.7255,176.99725,163.50325,154.112375,149.5925,147.115875,145.432,146.410875,147.427875,158.3575,167.3265,171.919625,178.798375,183.11975,189.657125,196.070375,200.25575,206.682875,207.856,211.566375,208.147875,203.974625,200.701625
"H15",13603.325,12579.5,11764.375,11218.95,10898.05,10799.4875,11138.675,11793.1625,12369.375,13063.125,13890.8375,14968.1375,16050.325,16971.7125,17770.5125,18284.45,18530.325,18467.875,18052.4125,17359.1375,16733.5125,16328.775,16038.6,14918.125,13584.1125,12477.45,11673.075,11130.525,10782.4,10672.8625,10953.9125,11463.275,11993.5875,12670.775,13404.8125,14369.925,15211.0875,16070.575,16913.6875,17508.925,17882.85,18166.975,18132.25,17541.0875,16666,15948.35,15490.95,14353.7625
"H16",1278.0475,1164.60375,1050.0225,1059.69625,913.059125,881.771875,863.910375,864.6325,904.918625,946.157625,1008.9375,1083.64125,1171.10625,1249.49875,1349.55375,1408.7775,1492.02875,1549.1325,1571.2175,1570.66875,1519.37625,1457.4325,1423.9475,1382.42375,1348.275,1233.40625,1109.82875,1026.19375,976.14975,949.28075,925.22225,923.69825,951.733,978.8315,1038.1075,1121.3525,1197.87,1276.89,1333.47125,1406.87625,1482.28,1522.61125,1571.07375,1577.04875,1538.415,1465.88625,1403.1975,1348.57
"H17",54693.675,50033.25,46117.1,43293.1875,41224,39922.325,39423.1,40266.6375,41726.8375,42701.6125,45516.8375,49257.1875,53453.9125,57495.85,60906.2625,64111.75,66610.825,68129.8625,68811.125,68713.2625,67406.675,64647.1125,62081.9375,59719.95,55431.1375,50690.5,46798.6125,43888.025,41774.9375,40420.3875,39926.4625,40581.5625,41753.8625,42507.0125,45285.2625,49117.9125,53302.875,57293.1125,60884.0875,63904.4875,66131.9125,67394.075,67998.6875,67631.45,66142.5625,63387.8375,60834.0625,58757.875
"H18",28487.8875,26263.3875,24555.6375,23453.45,22780.5375,22657.925,23541.55,25249.55,26521.575,28759.7375,31784.2625,34825.7875,37383.35,39233.725,40207.875,40559.0875,40707.0625,40285.4375,39329.2125,38236.65,37066.9,36454.9625,35121.1375,32609.2375,29683.6,27266.2625,25361.3375,24106.2625,23294.3,23035.125,23727.8125,24972.125,25924.925,27869.125,30854.0875,33654.275,36457.5625,38388.275,39526.6875,40011.375,40014.4625,39776.5625,38931.2875,37594.825,36124.45,35516.225,34014.1875,32789.4
"H19",2097.9275,1927.63875,1815.2875,1739.77,1705.69625,1705.84625,1784.07375,1947.60875,2047.5125,2223.3125,2442.0625,2666.2725,2847.21375,2990.39375,3114.1125,3154.00625,3145.9725,3041.99625,2867.3925,2757.41,2700.47375,2646.15,2554.20375,2371.17125,2187.325,2010.96875,1872.47375,1783.54375,1736.5025,1726.54875,1787.4825,1906.1625,1965.91125,2105.04,2292.655,2516.43875,2721.44625,2854.86,2924.19125,2953.29125,2946.92625,2915.37,2831.57625,2728.1375,2646.875,2569.155,2464.9875,2287.89375
"H20",6209.6175,5708.8375,5363.10625,5132.0325,5007.56875,5007.245,5232.26125,5666.9275,6002.56625,6534.5225,7187.99125,7886.31375,8484.73,8914.96375,9136.5225,9134.97,9186.2725,9045.36875,8779.965,8532.03125,8219.58625,8046.82625,7708.2125,7129.05,6530.9825,5986.25375,5554.39625,5264.665,5092.72875,5029.015,5190.93375,5490.295,5730.24375,6145.96,6728.6925,7428.57375,8000.53625,8422.86125,8653.645,8846.52125,9002.00875,9002.69625,8829.20875,8514.24875,8118.44875,7889.3775,7464.31875,6917.79125
"H21",14936.6375,13804.275,12927.9125,12332.4375,11958.1375,11839.25,12173.8125,12942.2875,13574.725,14770.8625,16418.1125,18054.9125,19425.1375,20404.05,20876.4125,21050.5125,21092.1,20903.275,20440.6375,19846.15,19340.2375,19183.775,18552.5625,17237.375,15624.55,14312.675,13320.75,12669.0125,12216.1625,12044.4625,12318.9625,12906.5875,13452.4125,14638.05,16428.0375,17822.075,19443.925,20445.8,20998.2875,21060.775,20779.575,20540.3375,20042.2125,19365.3125,18654.275,18516.125,17693.625,17555.1
"H22",678.572125,669.384375,645.054625,625.227,614.35525,606.2385,598.94425,595.125125,598.4875,599.182375,608.107375,615.33575,621.062125,634.634375,642.663625,651.022125,670.43325,681.849,693.7075,707.176125,709.58475,707.3495,694.93375,679.28675,668.832,662.28675,640.359375,624.290125,612.81525,605.816125,597.4935,596.219,598.5815,598.306375,608.330125,618.768875,624.41975,638.3505,641.51225,646.651875,662.928,675.126625,686.318125,696.93825,699.55675,694.19775,682.3415,666.90925
"H23",239.273,218.714625,205.5795,194.917875,187.993625,186.4175,192.708875,208.842625,223.946625,243.882875,271.307,296.180125,320.895,344.316375,355.144,361.771125,365.54575,373.679875,363.348125,350.82525,336.767125,330.024,319.049375,292.883875,263.938125,233.530375,214.74975,202.291375,194.204,191.380375,197.03,210.47775,219.8185,235.6025,258.83575,286.990625,315.737875,339.206375,351.79875,369.686875,358.659375,347.491625,329.068,307.98725,291.479875,291.24625,283.094875,263.901
"H24",384.227875,385.08575,395.984,430.5995,507.01325,575.306125,653.8265,717.296375,775.74975,831.2245,876.346625,892.907375,895.034125,865.0305,832.1315,787.541,754.42175,699.3075,625.718875,564.088875,549.663375,501.057375,464.45875,446.40425,437.579125,447.2145,452.845875,506.206125,581.067125,644.58025,724.956,798.51325,860.4015,922.613875,959.05175,978.286,980.786625,963.00425,917.143,867.0385,823.03275,747.311375,663.699625,592.30425,542.11975,489.42125,463.20375,437.614375
"H25",2630.6075,2475.9525,2253.345,2095.18,1993.95375,1926.07,1869.96,1855.0075,1875.035,1947.80625,2053.16375,2156.01375,2237.915,2311.6525,2393.84375,2468.06375,2546.91125,2645.28625,2708.615,2770.385,2823.92125,2840.72375,2807.74,2692.65375,2596.6525,2471.37375,2254.2325,2079.92125,1980.8225,1897.59125,1845.40625,1826.35375,1833.2075,1903.0825,1990.3525,2081.45375,2160.63375,2222.455,2298.21875,2343.1875,2410.94625,2484.9725,2544.335,2583.09,2616.82375,2621.1575,2595.58375,2523.40375
"H26",17387.425,15700.875,14961.9375,14519.1625,13996.55,13723.1125,14044.0875,14727.1,16146.6125,17012.5,17760.55,18500.6375,18946.175,19320.6,19789.6125,20108.125,20312.0625,20559.425,20540.9125,20178.2625,19570.6125,19327.975,18466.575,16706.2,14975.7125,13865.7125,13174.65,13043.875,12844.025,12620.8625,12936.7875,13756.725,15064.8125,16118.1375,16974.7375,17732.4875,18357.6,18805.2375,19193.7,19479.8,19678.675,19874.925,19858.925,19418.45,18804.1625,18557.2875,17821.5875,16377.8125
"H27",1879.32875,1706.555,1542.71875,1468.7775,1407.76625,1395.8275,1522.9575,1633.3575,1683.74625,1788.04875,1969.365,2158.3125,2346.3225,2493.06375,2617.395,2671.355,2662.87375,2725.925,2727.41625,2652.93625,2468.69375,2326.29625,2244.6175,2087.52875,1892.3125,1708.35375,1572.865,1491.5575,1439.435,1437.74625,1532.035,1606.74625,1652.565,1750.095,1911.315,2083.4025,2231.37875,2414.015,2544.99625,2605.78875,2688.18875,2759.2975,2747.6625,2619.02375,2476.16875,2340.8,2309.18125,2154.59125
"H28",4350.535,4151.39,3821.7025,3474.60625,3136.995,2920.32,2773.47875,2706.10125,2715.1,2845.43875,3055.1675,3333.11,3588.83,3856.8025,4127.06125,4348.80625,4571.215,4782.51125,4990.7025,5106.06875,5126.7075,5046.115,4745.755,4457.94,4334.01875,4145.845,3795.94875,3445.9,3106.3275,2879.19875,2720.37875,2641.42875,2643.665,2758.975,2931.5125,3198.28625,3491.355,3816.53875,4145.215,4414.6175,4624.4425,4834.65375,5012.00875,5111.12375,5116.61375,5033.32875,4715.875,4400.8175
"H29",4808.09875,4432.64,4114.59125,3955.15625,3836.5625,3802.705,3905.0075,4149.55125,4377.6575,4728.035,5170.36375,5499.03625,5793.4575,6043.155,6253.045,6374.83875,6480.80875,6524.08375,6485.77,6318.77125,6097.26,5921.89,5716.405,5389.54125,4975.79,4577.23375,4215.625,4030.88625,3864.55375,3787.685,3890.14,4054.70125,4296.56625,4663.41625,5197.68,5617.14375,5937.90875,6234.2375,6375.91625,6448.48,6493.16375,6468.94125,6347.37875,6052.55,5814.47,5569.1675,5350.25625,5048.97375
"H30",110404.75,101557.25,94983.1875,90252.6875,87062.3,86668.3125,89751.15,94380.375,99874.6375,105904.25,111685,118827.5,124800,129708.25,133850.125,136423,138122.375,139135.875,139364.75,137070.625,132065,126969.75,122891,114699.5,105789.625,98335.275,91823.925,87740.625,85181,85084.3125,87673.65,91453.1625,97205.7125,103325.625,109505.75,117025.25,122969.625,127675.25,131354.875,134137.375,135542.25,136570.625,136500.875,133723.5,128268.25,123296.75,119142.75,111808.125
"H31",100268.875,92445.4125,86790.2375,82789.9875,80303.8375,79293.9625,80338.3,84074.075,88488.4625,93865.45,100131.825,106173.125,111940.875,116589.125,120634.75,124005.25,126181.375,127100.125,127235.375,125896.5,122796.625,118896.125,116003.75,111423.5,103622.75,95527.2,89393.0375,85115.1125,82314.9625,80888.125,81964.65,85417.225,89609.6125,95540.8125,102539.5,109712,116298.375,121898.875,126445.5,129964.25,131979.75,132692.25,132400,130603.875,127108,122314,118460.75,113674.25
"H32",92719.075,85576.275,80456.9625,76803.7,74566.2875,73590.0125,74580.4875,77996.7,82060.6125,86910.875,92555.4625,98092.8625,103344.125,107570,111232,114336.25,116304.875,117077.625,117238.625,116036.5,113238,109677.125,107169.25,103003.75,95888.7875,88495.225,82940.3,79033.3375,76482.85,75223.25,76191.7,79376.15,83192.625,88504.05,94702.75,101186.375,107175,112200.25,116386.125,119643,121453.5,122077.125,121886.25,120319.375,117164.875,112848.25,109494.875,105189.125
"H33",5839.82,5548.3375,5135.17375,4710.87375,4342.7625,4065.66125,3875.435,3752.40875,3721.3525,3717.64875,3747.0025,4031.285,4427.425,4741.2875,5101.3925,5458.86125,5752.89125,6041.58375,6367.0625,6521.45875,6512.2325,6478.0975,6356.07875,6027.05625,5750.31375,5461.8125,5050.90125,4616.0025,4304.89375,4064.585,3865.29375,3756.64375,3721.91,3717.665,3721.4525,4000.185,4371.46875,4698.05,5030.315,5356.21625,5603.19,5916.18125,6229.9675,6319.585,6342.14375,6242.0475,6261.48625,5968.39375
"H34",47718.85,45253.2375,41776.4125,41236.3125,35865.3125,33756.1,32963.0125,32649.1125,33311.3625,34535.75,36290.7125,39111.9125,41088.675,42847.525,44541.275,45922.6875,47575.8625,48751.5375,50127.05,51022.8375,51424.6125,51265.6125,50178.525,48520.8,46749.4125,44647,41314.1875,38326.05,36071.6625,34407.475,33311.9,33198.475,33459.375,34353.775,35881.1625,38784.925,40866.2125,42641.2,44323.875,45517.325,46855.575,47807.875,48844.4875,49581.625,49982.7375,49728.7875,48736.6375,47370.7375
"H35",1402.09625,1323.87,1220.64,1170.22625,1122.65375,1105.17875,1087.55625,1095.34125,1135.00875,1188.62125,1246.1325,1306.2875,1331.21875,1370.49,1385.12375,1400.04,1421.68125,1430.6325,1461.35625,1454.735,1435.47,1418.6575,1386.92875,1368.3125,1367.815,1298.7625,1208.13,1149.50625,1110.3625,1096.06625,1068.93625,1077.68375,1118.53625,1149.31375,1221.42,1286.02,1308.13,1357.18625,1361.315,1367.77,1396.24375,1407.865,1419.355,1424.01125,1402.7075,1386.21,1357.615,1319.345
"H36",23303.075,21071.6375,19491.35,18387.4875,17647.5625,17450.3375,17995.7,19255.9875,21219.175,22894.425,24288.4875,25388.375,26235.925,26858.8,27566.1,28111.3125,28457.925,28677.7,28536.0875,27702.8625,26527.85,25734.325,24943.3,23075.0625,20969.475,19307.575,18152.1125,17323.175,16790.5375,16695.9,17195.125,18279.8625,20150.4375,21822.3,23297.9875,24599.7,25517.8625,26198.1,26836.625,27268.9875,27528.0375,27717.6625,27534.8,26723.4,25633.1,24970.65,24279.725,22762.7625
"H37",2125.17625,1861.9475,1610.665,1463.595,1463.66625,1415.38375,1372.43625,1430.28875,1567.23125,1708.38875,1832.69375,1958.29625,2067.55625,2144.14625,2217.865,2278.2775,2325.61875,2424.49875,2478.8,2518.4475,2541.48875,2455.51625,2248.62125,2121.86625,2077.87625,1878.16875,1670.7475,1534.85375,1504.6775,1477.79375,1491.905,1537.6525,1590.72875,1701.66375,1796.92375,1860.65625,1927.59,1985.6525,2079.20875,2173.29625,2256.11625,2341.95125,2397.50625,2415.315,2419.14,2369.2775,2191.77375,2098.8925
"H38",3338.21375,3165.03625,2834.02375,2500.325,2245.81875,2079.97375,1992.59125,1941.34875,1965.71125,2104.46125,2301.8825,2515.61625,2646.0925,2773.8425,2899.15625,2993.5725,3092.775,3190.075,3232.5625,3310.2225,3361.0975,3397.87625,3312.09375,3176.5825,3054.08375,2965.17375,2708.0975,2396.57,2152.82,1997.40875,1907.16875,1860.265,1870.67625,1969.025,2128.81125,2327.87125,2462.5925,2583.06875,2707.20625,2792.37375,2887.48875,2991.345,3056.42625,3182.9775,3249.395,3287.05375,3227.7625,3121.95125
"H39",110382.375,101499.125,94931.1875,90213.375,87052.1375,86728.6875,89835.4875,94464.3875,100026.9625,106080.75,111939.625,119138.625,125070.875,129962.25,134120.125,136734.25,138456.5,139588.125,139908.375,137608.875,132557.25,127394.75,123296.25,115025,106064.125,98493.9,91925.95,87826.8,85281.025,85151.425,87753.6125,91531.3,97311.4625,103443.5,109654,117164.875,123059.5,127778.625,131429.625,134185.5,135542.875,136590.125,136438.5,133564,128080.125,123098.25,118927.875,111596.25
"H40",1911.375,1776.7425,1635.27875,1538.985,1483.90625,1453.48,1440.17875,1444.165,1491.79625,1556.93125,1635.79125,1724.45,1828.63,1970.4675,2016.35375,2089.9725,2157.74875,2213.93625,2221.87125,2214.17,2197.94,2152.8925,2091.1925,2125.79875,2029.21625,1868.9475,1694.475,1582.77125,1508.22875,1472.325,1444.905,1455.08875,1511.7875,1581.08125,1652.2775,1737.54125,1827.085,1913.35375,1966.36625,1996.4775,2037.86,2073.23125,2064.795,2075.8825,2047.705,1992.755,1929.76875,1994.1975
"H41",3920.9375,3925.53,3697.31625,3341.66625,3034.04125,2887.67,2776.49125,2737.37625,2812.9575,2941.5975,3055.7075,3337.8625,3470.8275,3550.70875,3677.75875,3769.08375,3824.35,3877.9625,3911.81375,3920.95,3919.89625,3948.2525,3898.22125,3817.64875,3735.5775,3768.9975,3545.25,3213.72625,2908.03625,2777.17375,2693.35,2661.7175,2709.43,2825.1425,2855.72375,3207.0525,3376.27,3487.40125,3542.925,3587.0825,3626.6225,3665.62,3656.20875,3660.8575,3702.87875,3764.45125,3701.15,3633.0225
"H42",3323.4675,3219.40625,3029.41625,2914.30375,2820.59,2800.8525,2878.23125,2973.58,3085.3575,3302.48875,3597.08875,3853.19,4133.79,4381.16125,4589.31375,4645.7275,4901.17625,4931.07625,4862.09875,4625.13875,4418.175,4280.89375,4183.725,3820.3425,3578.05625,3212.67125,3136.2825,3002.01375,2915.78375,2916.7475,2930.76125,2992.40125,3068.14,3286.6175,3504.3925,3767.2425,4009.9375,4200.99875,4380.87625,4528.23125,4741.53,4779.2775,4737.00625,4547.615,4335.48875,4186.51,4070.525,3787.68375
"H43",3359.1775,3111.05375,2925.0875,2806.6775,2738.845,2721.3925,2794.7125,2905.145,3013.01375,3179.76125,3412.43125,3713.49875,3991.8725,4225.33875,4399.385,4531.5425,4623.6025,4662,4514.9425,4305.02125,4176.04375,4059.14125,3926.095,3628.9,3359.8675,3123.66375,2958.41875,2822.27375,2766.8575,2761.83375,2823.02125,2903.405,2980.8125,3107.705,3295.73375,3506.1125,3731.12,3914.3325,4080.265,4262.83875,4237.99625,4204.1025,4118.47375,4001.67125,3852.7925,3733.62875,3656.13375,3429.9875
"H44",1129.15625,1123.68375,1044.8725,940.7265,866.44475,818.23025,792.7625,776.51,784.55275,843.408,936.993,1052.53125,1089.48375,1123.975,1155.265,1169.56375,1189.62,1211.36,1217.955,1208.19,1220.52625,1212.9,1169.1225,1124.8775,1094.7075,1096.0175,1030.69125,932.88575,855.143,807.260375,781.00625,769.488625,798.53275,852.268125,959.567125,1067.36125,1116.99625,1154.65125,1181.7475,1183.565,1199.98875,1195.98375,1214.59,1200.51125,1203.43625,1196.1575,1156.5375,1120.42625
"H45",34058.975,31658.6375,30560.225,29401.8375,28040.4375,28204.4625,28740.45,29860.6375,29665.725,30942.9,33008.7875,35600.3375,38122.975,39966.7125,41579.5125,42787.775,43341.4625,43054.025,43156.875,42612.1625,41131.175,40399.15,39529.4875,37474.4375,34437.3,31937.7125,30687.0375,29771.45,28884.1625,28389.1375,28819.2875,29632.25,29320.475,30666.35,33008.475,35758.4625,38283.5625,40250.1,42018.6125,43262.225,44057.325,43670.925,43219.125,42395.1875,40741.875,39236.825,38340.1,36230.2875
"H46",158.23475,138.14375,120.9305,110.324375,104.506,105.722,113.351875,123.252375,130.420625,152.3125,171.897125,199.74875,225.030375,248.668625,261.663625,257.33175,243.07275,240.980875,240.873625,234.27925,223.9365,210.02875,194.988,176.60075,164.05225,143.715375,125.34275,115.525625,109.53525,109.429625,115.052625,121.1685,124.795375,137.582,156.8215,183.03625,209.317625,233.220125,251.439875,258.907,250.4835,245.39725,241.661125,229.926,219.503375,207.618625,192.3795,174.370125
"H47",33422.7375,31080.35,30021.575,28891.625,27555.1625,27720.975,28257.05,29355.45,29155.1875,30392.4,32413.825,34943.725,37387.7375,39172.4,40753.425,41925.025,42462.3,42173.3375,42268.0625,41729.1,40291.55,39586.4625,38760.725,36750.575,33799.3,31362.5625,30168.2375,29263.5,28391.625,27909.2875,28330.3375,29125.6375,28811.425,30117.125,32412.875,35101.05,37549.825,39478.325,41196.4625,42399.6,43180.425,42826.3125,42387.35,41574.3125,39963.5125,38509.2625,37643.4875,35581.2625
"H48",5116.84625,4832.095,4355.8125,4088.66125,3770.37,3524.74625,3322.08125,3202.85875,3162.88625,3215.77,3320.10375,3511.50375,3752.69125,4002.41625,4302.44125,4606.11375,4862.94,5078.82,5302.9425,5414.40375,5487.385,5495.00875,5449.02875,5303.695,5200.66,4895.3725,4406.3575,4175.565,3863.49625,3641.54375,3483.82375,3372.58,3351.155,3436.09875,3438.4775,3483.3625,3629.07375,3827.19125,4069.74625,4330.69125,4557.49125,4743.9425,4926.075,5022.945,5012.88875,4961.06625,4865.83375,4728.48625
"H49",16946.7875,15979.475,14685.8125,13754.0375,12799.1875,12174.1375,11682.9375,11462.475,11532.875,11795.025,12210.85,12873.75,13538.6,14350.1625,15133.6,15931.0375,16578.325,17261.0125,17958.6125,18384.1,18537.875,18410.8875,18054.7,17735.4625,17330.6875,16292.0125,14981.425,14047.65,13217.8,12624.775,12149.1875,11949.05,12007.25,12309.9625,12539.4875,13001.15,13507.0125,14242.4,14948.175,15600.625,16114.775,16643.775,17186.7875,17505.1875,17549.125,17286.825,16795.5375,16476.225
"H50",35262.9,32411.425,30221.8375,28599.8,27526.275,26850.0625,26586.15,27280.275,28319.825,29687.5,31644.6875,33897.7625,36278.0125,38583.3625,40437.4125,41963.025,42796.9125,43534.925,43868.65,43533.5875,42790.05,41631.7125,40097.2125,39008.9875,36529.95,33714.3125,31485.85,29759.275,28501.025,27644.8375,27342.6625,27800.525,28708.4875,30185.675,32505.0125,34953.0875,37563.1125,39996.4,41995.275,43577.6,44262.125,44813.825,44890.65,44332.125,43324.6875,42006.1375,40298.925,39097.85
"H51",357.943375,334.497625,310.92425,296.5745,282.59325,283.44725,294.783375,324.418125,356.81475,375.179,402.234875,429.066875,456.05,468.54875,479.859875,500.772375,497.226125,477.851375,488.470625,470.45675,456.41675,447.887,423.63925,388.46475,354.887125,317.748,295.283375,280.69475,273.25675,272.441625,281.05725,304.84,321.184375,344.35875,379.639,416.8795,454.1725,488.96725,525.081875,535.308125,544.14725,546.934125,539.434625,521.5015,490.532625,479.93375,471.826125,435.978
